"","defensiveTeam","displayName","week_num","position","tot_tackles","tot_tackles_forloss","tot_ffumbles","tot_missed_tackles","tot_prevents","tot_assists","tot_ips"
"967","CIN","Markus Bailey",9,"ILB",1,0,0,1,0,3,0
"968","CIN","Michael Thomas",9,"SS",1,0,0,0,0,1,0
"969","CIN","Mike Hilton",1,"CB",7,0,0,0,0,0,0
"970","CIN","Mike Hilton",2,"CB",3,0,0,0,0,0,0
"971","CIN","Mike Hilton",3,"CB",5,2,0,2,0,3,0
"972","CIN","Mike Hilton",4,"CB",3,0,0,1,1,1,0
"973","CIN","Mike Hilton",5,"CB",3,0,0,0,0,2,0
"974","CIN","Mike Hilton",6,"CB",3,0,0,0,0,1,0
"975","CIN","Mike Hilton",7,"CB",0,0,0,1,0,1,0
"976","CIN","Mike Hilton",8,"CB",3,1,0,2,0,0,0
"977","CIN","Sam Hubbard",1,"DE",1,0,0,1,0,1,0
"978","CIN","Sam Hubbard",2,"DE",2,1,0,0,0,1,0
"979","CIN","Sam Hubbard",3,"DE",2,1,0,1,0,1,0
"980","CIN","Sam Hubbard",4,"DE",3,2,0,0,0,2,0
"981","CIN","Sam Hubbard",5,"DE",3,0,0,1,0,1,0
"982","CIN","Sam Hubbard",6,"DE",4,1,0,0,0,2,0
"983","CIN","Sam Hubbard",7,"DE",1,0,0,0,0,0,0
"984","CIN","Sam Hubbard",8,"DE",3,1,0,1,1,4,0
"985","CIN","Sam Hubbard",9,"DE",1,0,0,1,0,1,0
"986","CIN","Tre Flowers",2,"CB",1,0,0,0,0,0,0
"987","CIN","Tre Flowers",3,"CB",1,0,0,0,0,0,0
"988","CIN","Tre Flowers",4,"CB",1,0,0,0,1,0,0
"989","CIN","Tre Flowers",5,"CB",1,0,0,0,0,0,0
"990","CIN","Tre Flowers",6,"CB",4,0,0,0,0,1,0
"991","CIN","Tre Flowers",8,"CB",3,0,0,0,0,1,0
"992","CIN","Trey Hendrickson",1,"DE",3,0,0,0,0,1,0
"993","CIN","Trey Hendrickson",2,"DE",1,1,0,0,0,0,0
"994","CIN","Trey Hendrickson",3,"DE",0,0,0,1,0,0,0
"995","CIN","Trey Hendrickson",5,"DE",2,0,0,0,1,0,0
"996","CIN","Trey Hendrickson",6,"DE",2,1,0,0,0,1,0
"997","CIN","Trey Hendrickson",7,"DE",0,0,0,0,0,1,0
"998","CIN","Trey Hendrickson",8,"DE",1,0,0,0,0,3,0
"999","CIN","Trey Hendrickson",9,"DE",1,0,0,0,1,0,0
"1000","CIN","Vonn Bell",1,"SS",1,0,0,0,0,1,0
"1001","CIN","Vonn Bell",2,"SS",5,1,1,1,0,2,0
"1002","CIN","Vonn Bell",3,"SS",8,2,0,0,0,0,0
"1003","CIN","Vonn Bell",4,"SS",4,0,0,0,0,0,0
"1004","CIN","Vonn Bell",5,"SS",5,0,0,0,1,2,0
"1005","CIN","Vonn Bell",6,"SS",2,0,0,2,0,0,0
"1006","CIN","Vonn Bell",7,"SS",2,1,0,1,0,1,0
"1007","CIN","Vonn Bell",8,"SS",3,0,0,1,1,0,0
"1008","CIN","Vonn Bell",9,"SS",1,0,0,0,0,0,0
"1009","CIN","Zach Carter",3,"DT",0,0,0,0,0,2,0
"1010","CIN","Zach Carter",4,"DT",1,0,0,0,0,1,0
"1011","CIN","Zach Carter",5,"DT",1,0,0,1,0,0,0
"1012","CIN","Zach Carter",6,"DT",1,0,0,2,0,1,0
"1013","CIN","Zach Carter",7,"DT",4,0,0,0,0,1,0
"1014","CIN","Zach Carter",8,"DT",2,1,0,1,0,3,0
"1015","CIN","Zach Carter",9,"DT",0,0,0,0,0,1,0
"1016","CLE","Alex Wright",1,"DE",2,0,0,0,0,0,0
"1017","CLE","Alex Wright",2,"DE",2,0,0,0,0,0,0
"1018","CLE","Alex Wright",3,"DE",0,0,0,0,0,1,0
"1019","CLE","Alex Wright",4,"DE",2,0,0,0,0,2,0
"1020","CLE","Alex Wright",5,"DE",2,0,0,1,0,0,0
"1021","CLE","Alex Wright",6,"DE",2,0,0,0,0,0,0
"1022","CLE","Alex Wright",7,"DE",1,1,0,1,0,0,0
"1023","CLE","Anthony Walker",1,"MLB",2,1,0,1,0,2,0
"1024","CLE","Anthony Walker",2,"MLB",3,2,0,1,0,1,0
"1025","CLE","Anthony Walker",3,"MLB",2,1,0,0,1,4,0
"1026","CLE","Deion Jones",7,"ILB",4,1,0,2,0,1,0
"1027","CLE","Deion Jones",8,"ILB",2,0,0,0,1,2,0
"1028","CLE","Denzel Ward",1,"CB",0,0,0,1,0,0,0
"1029","CLE","Denzel Ward",2,"CB",2,0,0,2,0,0,0
"1030","CLE","Denzel Ward",3,"CB",5,0,0,0,0,0,0
"1031","CLE","Denzel Ward",4,"CB",2,1,0,0,0,0,0
"1032","CLE","Denzel Ward",5,"CB",9,0,0,1,0,2,0
"1033","CLE","Grant Delpit",1,"SS",2,0,0,0,0,1,0
"1034","CLE","Grant Delpit",2,"SS",6,0,0,0,0,1,0
"1035","CLE","Grant Delpit",3,"SS",4,0,0,2,0,2,0
"1036","CLE","Grant Delpit",4,"SS",4,0,0,0,0,0,0
"1037","CLE","Grant Delpit",5,"SS",5,0,0,1,1,3,0
"1038","CLE","Grant Delpit",6,"SS",6,0,0,1,0,2,0
"1039","CLE","Grant Delpit",7,"SS",4,0,0,1,0,3,0
"1040","CLE","Grant Delpit",8,"SS",2,0,0,0,0,2,0
"1041","CLE","Greedy Williams",6,"CB",0,0,0,0,0,1,0
"1042","CLE","Greedy Williams",7,"CB",2,0,0,0,0,1,0
"1043","CLE","Greedy Williams",8,"CB",1,0,0,0,1,0,0
"1044","CLE","Greg Newsome",1,"CB",1,0,0,0,0,1,0
"1045","CLE","Greg Newsome",2,"CB",4,0,0,2,0,1,0
"1046","CLE","Greg Newsome",3,"CB",2,0,0,0,0,0,0
"1047","CLE","Greg Newsome",4,"CB",2,0,0,1,0,0,0
"1048","CLE","Greg Newsome",5,"CB",2,0,0,0,1,1,0
"1049","CLE","Greg Newsome",6,"CB",3,0,0,0,0,1,0
"1050","CLE","Greg Newsome",8,"CB",3,0,0,0,0,0,0
"1051","CLE","Isaac Rochell",3,"DE",4,0,0,1,0,0,0
"1052","CLE","Isaac Rochell",4,"DE",3,0,0,0,0,1,0
"1053","CLE","Isaac Rochell",5,"DE",1,0,0,0,1,0,0
"1054","CLE","Isaac Rochell",6,"DE",3,1,0,0,1,0,1
"1055","CLE","Isaac Rochell",8,"DE",1,0,0,0,0,0,0
"1056","CLE","Isaiah Thomas",7,"DE",2,0,0,1,0,2,0
"1057","CLE","Isaiah Thomas",8,"DE",0,0,0,0,0,2,0
"1058","CLE","Jacob Phillips",1,"MLB",1,0,0,2,0,2,0
"1059","CLE","Jacob Phillips",2,"MLB",2,0,0,0,0,0,0
"1060","CLE","Jacob Phillips",3,"MLB",1,0,0,1,0,4,0
"1061","CLE","Jacob Phillips",4,"MLB",6,0,0,0,1,1,0
"1062","CLE","Jacob Phillips",5,"MLB",6,0,0,0,0,3,0
"1063","CLE","Jacob Phillips",6,"MLB",4,0,0,2,0,6,0
"1064","CLE","Jacob Phillips",7,"MLB",7,0,0,1,0,0,0
"1065","CLE","Jadeveon Clowney",1,"DE",0,0,0,0,0,2,0
"1066","CLE","Jadeveon Clowney",2,"DE",1,0,0,1,0,0,0
"1067","CLE","Jadeveon Clowney",5,"DE",3,1,0,0,0,2,0
"1068","CLE","Jadeveon Clowney",8,"DE",1,0,0,0,0,1,0
"1069","CLE","Jeremiah Owusu-Koramoah",1,"OLB",3,1,0,0,1,3,1
"1070","CLE","Jeremiah Owusu-Koramoah",2,"OLB",8,2,1,0,0,0,0
"1071","CLE","Jeremiah Owusu-Koramoah",3,"OLB",1,0,0,3,0,0,0
"1072","CLE","Jeremiah Owusu-Koramoah",4,"OLB",4,1,0,0,0,3,0
"1073","CLE","Jeremiah Owusu-Koramoah",5,"OLB",4,0,0,2,0,2,0
"1074","CLE","Jeremiah Owusu-Koramoah",6,"OLB",1,0,0,2,0,5,0
"1075","CLE","Jeremiah Owusu-Koramoah",7,"OLB",5,1,1,1,1,1,1
"1076","CLE","John Johnson",1,"FS",4,0,0,1,0,1,0
"1077","CLE","John Johnson",2,"FS",5,0,0,1,0,1,0
"1078","CLE","John Johnson",3,"FS",5,0,1,3,0,0,0
"1079","CLE","John Johnson",4,"FS",4,1,0,2,0,1,0
"1080","CLE","John Johnson",5,"FS",5,0,0,1,0,1,0
"1081","CLE","John Johnson",6,"FS",3,1,0,0,1,3,1
"1082","CLE","John Johnson",7,"FS",2,1,0,1,0,2,0
"1083","CLE","John Johnson",8,"FS",1,0,0,0,1,0,0
"1084","CLE","Jordan Elliott",1,"DT",0,0,0,0,0,1,0
"1085","CLE","Jordan Elliott",2,"DT",0,0,0,0,0,1,0
"1086","CLE","Jordan Elliott",3,"DT",2,1,0,0,0,0,0
"1087","CLE","Jordan Elliott",4,"DT",2,0,0,0,0,0,0
"1088","CLE","Jordan Elliott",5,"DT",0,0,0,0,0,2,0
"1089","CLE","Jordan Elliott",6,"DT",1,0,0,1,0,1,0
"1090","CLE","Jordan Elliott",7,"DT",2,0,0,2,0,1,0
"1091","CLE","Jordan Kunaszyk",8,"MLB",1,0,0,0,0,1,0
"1092","CLE","Martin Emerson",1,"CB",4,0,0,0,1,1,0
"1093","CLE","Martin Emerson",2,"CB",4,0,0,0,0,0,0
"1094","CLE","Martin Emerson",3,"CB",4,0,0,2,0,0,0
"1095","CLE","Martin Emerson",4,"CB",1,0,0,0,0,0,0
"1096","CLE","Martin Emerson",5,"CB",3,0,0,2,0,0,0
"1097","CLE","Martin Emerson",6,"CB",5,1,0,0,0,0,0
"1098","CLE","Martin Emerson",7,"CB",3,0,0,1,1,0,0
"1099","CLE","Martin Emerson",8,"CB",6,0,0,2,0,3,0
"1100","CLE","Myles Garrett",1,"DE",0,0,0,1,0,0,0
"1101","CLE","Myles Garrett",2,"DE",0,0,0,1,0,0,0
"1102","CLE","Myles Garrett",3,"DE",0,0,0,0,0,2,0
"1103","CLE","Myles Garrett",5,"DE",2,0,0,0,1,1,0
"1104","CLE","Myles Garrett",6,"DE",1,1,0,0,0,3,0
"1105","CLE","Myles Garrett",7,"DE",2,0,0,1,1,0,0
"1106","CLE","Perrion Winfrey",4,"DT",1,1,0,0,0,0,0
"1107","CLE","Perrion Winfrey",5,"DT",0,0,0,1,0,1,0
"1108","CLE","Perrion Winfrey",6,"DT",0,0,0,0,0,2,0
"1109","CLE","Perrion Winfrey",7,"DT",0,0,0,0,0,1,0
"1110","CLE","Ronnie Harrison",1,"SS",1,0,0,1,0,0,0
"1111","CLE","Ronnie Harrison",2,"SS",0,0,0,0,0,1,0
"1112","CLE","Ronnie Harrison",4,"SS",2,0,0,0,0,0,0
"1113","CLE","Ronnie Harrison",5,"SS",2,0,0,1,0,0,0
"1114","CLE","Ronnie Harrison",7,"SS",2,0,0,1,1,0,0
"1115","CLE","Sione Takitaki",1,"OLB",1,0,0,0,0,0,0
"1116","CLE","Sione Takitaki",3,"OLB",2,0,0,0,0,1,0
"1117","CLE","Sione Takitaki",4,"OLB",0,0,0,0,0,4,0
"1118","CLE","Sione Takitaki",5,"OLB",1,0,0,1,0,1,0
"1119","CLE","Sione Takitaki",6,"OLB",4,1,0,0,0,1,0
"1120","CLE","Sione Takitaki",7,"OLB",4,1,0,0,0,3,0
"1121","CLE","Sione Takitaki",8,"OLB",5,1,0,0,0,7,0
"1122","CLE","Taven Bryan",1,"DT",1,0,0,0,0,0,0
"1123","CLE","Taven Bryan",2,"DT",0,0,0,1,0,1,0
"1124","CLE","Taven Bryan",3,"DT",2,0,0,1,0,0,0
"1125","CLE","Taven Bryan",5,"DT",0,0,0,0,0,2,0
"1126","CLE","Taven Bryan",6,"DT",0,0,0,0,0,1,0
"1127","CLE","Taven Bryan",8,"DT",2,0,0,0,0,2,0
"1128","CLE","Tommy Togiai",2,"DT",2,0,0,0,0,0,0
"1129","CLE","Tommy Togiai",4,"DT",0,0,0,1,0,0,0
"1130","CLE","Tommy Togiai",5,"DT",1,0,0,0,0,0,0
"1131","CLE","Tommy Togiai",7,"DT",1,0,0,0,0,2,0
"1132","CLE","Tony Fields",3,"OLB",1,0,0,0,0,0,0
"1133","DAL","Anthony Barr",1,"OLB",1,0,0,0,0,2,0
"1134","DAL","Anthony Barr",2,"OLB",4,1,0,0,0,3,0
"1135","DAL","Anthony Barr",3,"OLB",0,0,0,1,0,0,0
"1136","DAL","Anthony Barr",4,"OLB",3,0,0,0,0,1,0
"1137","DAL","Anthony Barr",5,"OLB",4,0,0,1,1,2,0
"1138","DAL","Anthony Barr",6,"OLB",0,0,0,0,0,2,0
"1139","DAL","Anthony Barr",7,"OLB",4,0,0,1,0,2,0
"1140","DAL","Anthony Barr",8,"OLB",2,0,0,0,0,1,0
"1141","DAL","Anthony Brown",1,"CB",5,0,0,2,0,2,0
"1142","DAL","Anthony Brown",2,"CB",4,0,0,1,1,2,0
"1143","DAL","Anthony Brown",3,"CB",6,0,0,0,1,0,0
"1144","DAL","Anthony Brown",4,"CB",2,0,1,0,0,2,0
"1145","DAL","Anthony Brown",5,"CB",4,1,0,2,0,2,0
"1146","DAL","Anthony Brown",6,"CB",3,0,0,1,0,0,0
"1147","DAL","Anthony Brown",7,"CB",1,0,0,3,0,1,0
"1148","DAL","Carlos Watkins",7,"DE",1,0,0,1,0,2,0
"1149","DAL","Carlos Watkins",8,"DE",1,0,0,0,0,2,0
"1150","DAL","Chauncey Golston",3,"DE",1,0,0,0,0,1,0
"1151","DAL","Chauncey Golston",6,"DE",2,0,0,1,0,0,0
"1152","DAL","Chauncey Golston",8,"DE",0,0,0,0,0,1,0
"1153","DAL","Damone Clark",8,"ILB",0,0,0,0,0,4,0
"1154","DAL","Dante Fowler",2,"OLB",0,0,0,0,0,1,0
"1155","DAL","Dante Fowler",3,"OLB",1,1,0,0,0,0,0
"1156","DAL","Dante Fowler",5,"OLB",0,0,0,0,0,1,0
"1157","DAL","Dante Fowler",6,"OLB",1,0,0,0,0,0,0
"1158","DAL","Dante Fowler",7,"OLB",2,0,0,1,0,0,0
"1159","DAL","Dante Fowler",8,"OLB",4,1,0,1,1,0,0
"1160","DAL","Daron Bland",4,"CB",3,0,0,2,1,0,0
"1161","DAL","Daron Bland",7,"CB",1,0,0,0,0,0,0
"1162","DAL","Daron Bland",8,"CB",1,0,0,1,0,2,0
"1163","DAL","Demarcus Lawrence",1,"DE",1,1,0,0,1,3,1
"1164","DAL","Demarcus Lawrence",2,"DE",2,0,0,0,1,4,0
"1165","DAL","Demarcus Lawrence",3,"DE",4,0,0,2,0,0,0
"1166","DAL","Demarcus Lawrence",4,"DE",1,0,0,0,0,1,0
"1167","DAL","Demarcus Lawrence",5,"DE",2,0,0,0,1,0,0
"1168","DAL","Demarcus Lawrence",6,"DE",6,1,0,0,0,2,0
"1169","DAL","Demarcus Lawrence",7,"DE",2,0,0,1,1,1,0
"1170","DAL","Demarcus Lawrence",8,"DE",2,0,0,2,1,0,0
"1171","DAL","Donovan Wilson",1,"SS",4,0,0,0,0,1,0
"1172","DAL","Donovan Wilson",2,"SS",6,1,0,2,1,1,0
"1173","DAL","Donovan Wilson",3,"SS",8,0,0,3,0,2,0
"1174","DAL","Donovan Wilson",4,"SS",7,0,0,1,1,0,0
"1175","DAL","Donovan Wilson",5,"SS",4,0,0,1,0,2,0
"1176","DAL","Donovan Wilson",6,"SS",1,0,0,2,0,3,0
"1177","DAL","Donovan Wilson",7,"SS",3,0,1,2,0,3,0
"1178","DAL","Donovan Wilson",8,"SS",8,1,0,2,0,1,0
"1179","DAL","Dorance Armstrong",1,"DE",2,0,0,0,0,2,0
"1180","DAL","Dorance Armstrong",3,"DE",0,0,0,1,0,0,0
"1181","DAL","Dorance Armstrong",4,"DE",2,0,0,1,0,1,0
"1182","DAL","Dorance Armstrong",5,"DE",1,0,0,0,0,0,0
"1183","DAL","Dorance Armstrong",6,"DE",0,0,0,0,0,1,0
"1184","DAL","Dorance Armstrong",7,"DE",0,0,0,0,0,2,0
"1185","DAL","Israel Mukuamu",2,"SS",0,0,0,0,0,1,0
"1186","DAL","Israel Mukuamu",3,"SS",1,0,0,0,0,1,0
"1187","DAL","Israel Mukuamu",4,"SS",4,0,0,0,1,1,0
"1188","DAL","Israel Mukuamu",8,"SS",3,0,0,0,0,0,0
"1189","DAL","Jayron Kearse",1,"FS",3,0,0,1,0,4,0
"1190","DAL","Jayron Kearse",5,"FS",3,0,0,0,0,1,0
"1191","DAL","Jayron Kearse",6,"FS",3,0,0,0,1,3,0
"1192","DAL","Jayron Kearse",7,"FS",7,1,0,1,0,1,0
"1193","DAL","Jayron Kearse",8,"FS",5,1,0,0,1,2,0
"1194","DAL","Johnathan Hankins",8,"NT",3,0,0,0,0,0,0
"1195","DAL","Jourdan Lewis",1,"CB",4,0,0,0,0,1,0
"1196","DAL","Jourdan Lewis",2,"CB",1,0,0,0,0,3,0
"1197","DAL","Jourdan Lewis",3,"CB",7,0,0,1,0,0,0
"1198","DAL","Jourdan Lewis",5,"CB",2,0,0,1,0,1,0
"1199","DAL","Jourdan Lewis",6,"CB",0,0,0,1,0,3,0
"1200","DAL","Jourdan Lewis",7,"CB",2,0,0,0,0,1,0
"1201","DAL","Kelvin Joseph",8,"CB",0,0,0,0,0,1,0
"1202","DAL","Leighton Vander Esch",1,"OLB",6,0,0,0,0,3,0
"1203","DAL","Leighton Vander Esch",2,"OLB",3,0,0,0,0,3,0
"1204","DAL","Leighton Vander Esch",3,"OLB",0,0,0,1,0,3,0
"1205","DAL","Leighton Vander Esch",4,"OLB",6,0,0,0,0,3,0
"1206","DAL","Leighton Vander Esch",5,"OLB",3,0,0,0,0,2,0
"1207","DAL","Leighton Vander Esch",6,"OLB",3,1,0,1,0,4,0
"1208","DAL","Leighton Vander Esch",7,"OLB",8,0,0,0,1,3,0
"1209","DAL","Leighton Vander Esch",8,"OLB",5,0,1,1,1,4,0
"1210","DAL","Luke Gifford",8,"OLB",0,0,0,0,0,1,0
"1211","DAL","Malik Hooker",1,"FS",2,0,0,1,0,1,0
"1212","DAL","Malik Hooker",2,"FS",3,0,0,0,0,2,0
"1213","DAL","Malik Hooker",3,"FS",5,0,0,0,0,0,0
"1214","DAL","Malik Hooker",4,"FS",5,1,0,0,0,3,0
"1215","DAL","Malik Hooker",5,"FS",1,0,0,0,0,1,0
"1216","DAL","Malik Hooker",6,"FS",9,0,0,1,1,3,0
"1217","DAL","Malik Hooker",7,"FS",2,0,0,0,0,0,0
"1218","DAL","Markquese Bell",3,"FS",1,0,0,0,0,0,0
"1219","DAL","Micah Parsons",1,"OLB",2,0,0,0,0,1,0
"1220","DAL","Micah Parsons",2,"OLB",3,0,0,0,0,0,0
"1221","DAL","Micah Parsons",3,"OLB",1,1,0,1,0,0,0
"1222","DAL","Micah Parsons",4,"OLB",4,1,0,1,0,0,0
"1223","DAL","Micah Parsons",5,"OLB",1,0,0,0,0,2,0
"1224","DAL","Micah Parsons",6,"OLB",3,1,0,0,0,3,0
"1225","DAL","Micah Parsons",7,"OLB",3,0,0,0,2,1,0
"1226","DAL","Micah Parsons",8,"OLB",2,0,0,0,0,2,0
"1227","DAL","Neville Gallimore",1,"DT",0,0,0,0,0,1,0
"1228","DAL","Neville Gallimore",3,"DT",1,0,0,0,0,0,0
"1229","DAL","Neville Gallimore",4,"DT",1,1,0,1,0,0,0
"1230","DAL","Neville Gallimore",5,"DT",2,0,0,0,0,0,0
"1231","DAL","Neville Gallimore",6,"DT",3,0,0,0,0,0,0
"1232","DAL","Neville Gallimore",8,"DT",0,0,0,0,0,2,0
"1233","DAL","Osa Odighizuwa",1,"DT",3,2,0,0,1,1,1
"1234","DAL","Osa Odighizuwa",2,"DT",1,0,0,0,0,1,0
"1235","DAL","Osa Odighizuwa",3,"DT",2,0,0,0,0,0,0
"1236","DAL","Osa Odighizuwa",4,"DT",1,0,0,0,1,2,0
"1237","DAL","Osa Odighizuwa",5,"DT",1,1,0,0,0,0,0
"1238","DAL","Osa Odighizuwa",6,"DT",2,0,0,0,1,0,0
"1239","DAL","Osa Odighizuwa",7,"DT",1,0,0,0,0,1,0
"1240","DAL","Osa Odighizuwa",8,"DT",0,0,0,2,0,1,0
"1241","DAL","Quinton Bohanna",1,"DT",0,0,0,0,0,2,0
"1242","DAL","Quinton Bohanna",2,"DT",0,0,0,0,0,2,0
"1243","DAL","Quinton Bohanna",3,"DT",0,0,0,0,0,1,0
"1244","DAL","Quinton Bohanna",4,"DT",2,0,0,1,0,0,0
"1245","DAL","Quinton Bohanna",6,"DT",1,0,0,0,0,0,0
"1246","DAL","Quinton Bohanna",8,"DT",1,0,0,0,1,0,0
"1247","DAL","Sam Williams",3,"DE",2,0,0,0,0,0,0
"1248","DAL","Sam Williams",4,"DE",1,0,0,0,0,0,0
"1249","DAL","Sam Williams",5,"DE",2,1,0,0,0,0,0
"1250","DAL","Sam Williams",7,"DE",1,1,0,0,0,0,0
"1251","DAL","Trevon Diggs",1,"CB",3,0,0,0,0,0,0
"1252","DAL","Trevon Diggs",2,"CB",4,0,0,0,1,0,0
"1253","DAL","Trevon Diggs",3,"CB",1,0,0,0,0,0,0
"1254","DAL","Trevon Diggs",5,"CB",6,0,0,0,0,0,0
"1255","DAL","Trevon Diggs",6,"CB",1,0,0,0,0,2,0
"1256","DAL","Trevon Diggs",7,"CB",1,0,0,1,0,0,0
"1257","DAL","Trevon Diggs",8,"CB",6,0,0,1,0,2,0
"1258","DAL","Trysten Hill",1,"DT",2,1,0,0,0,0,0
"1259","DAL","Trysten Hill",3,"DT",1,0,0,0,0,0,0
"1260","DAL","Trysten Hill",4,"DT",1,0,0,0,0,0,0
"1261","DAL","Trysten Hill",5,"DT",1,1,0,0,0,0,0
"1262","DAL","Trysten Hill",6,"DT",0,0,0,0,0,1,0
"1263","DAL","Trysten Hill",7,"DT",1,1,0,0,0,0,0
"1264","DEN","Alex Singleton",1,"OLB",4,0,0,1,0,5,0
"1265","DEN","Alex Singleton",2,"OLB",1,0,0,1,0,4,0
"1266","DEN","Alex Singleton",5,"OLB",5,2,0,1,0,4,0
"1267","DEN","Alex Singleton",6,"OLB",19,2,0,1,1,2,0
"1268","DEN","Alex Singleton",7,"OLB",6,0,0,3,0,7,0
"1269","DEN","Alex Singleton",8,"OLB",3,0,0,1,0,2,0
"1270","DEN","Baron Browning",1,"ILB",1,1,0,0,0,0,0
"1271","DEN","Baron Browning",2,"ILB",1,0,0,0,0,0,0
"1272","DEN","Baron Browning",4,"ILB",1,0,0,0,0,1,0
"1273","DEN","Baron Browning",5,"ILB",1,1,0,0,0,2,0
"1274","DEN","Baron Browning",6,"ILB",2,1,0,0,1,1,0
"1275","DEN","Bradley Chubb",1,"OLB",2,0,0,1,0,1,0
"1276","DEN","Bradley Chubb",2,"OLB",0,0,0,1,0,0,0
"1277","DEN","Bradley Chubb",3,"OLB",1,0,0,0,0,1,0
"1278","DEN","Bradley Chubb",4,"OLB",0,0,0,0,0,3,0
"1279","DEN","Bradley Chubb",5,"OLB",2,0,0,1,0,2,0
"1280","DEN","Bradley Chubb",6,"OLB",1,0,0,1,0,2,0
"1281","DEN","Bradley Chubb",7,"OLB",3,0,0,0,2,1,0
"1282","DEN","Bradley Chubb",8,"OLB",2,0,0,1,1,0,0
"1283","DEN","Caden Sterns",1,"FS",0,0,0,0,0,1,0
"1284","DEN","Caden Sterns",2,"FS",5,0,0,2,0,1,0
"1285","DEN","Caden Sterns",3,"FS",2,0,0,0,0,2,0
"1286","DEN","Caden Sterns",4,"FS",5,0,0,2,0,1,0
"1287","DEN","Caden Sterns",5,"FS",2,0,0,1,0,2,0
"1288","DEN","D.J. Jones",1,"DT",3,0,0,1,0,1,0
"1289","DEN","D.J. Jones",2,"DT",2,0,0,0,1,1,0
"1290","DEN","D.J. Jones",4,"DT",1,1,0,1,0,1,0
"1291","DEN","D.J. Jones",5,"DT",3,0,0,0,1,1,0
"1292","DEN","D.J. Jones",6,"DT",1,0,0,1,0,1,0
"1293","DEN","D.J. Jones",7,"DT",2,0,0,0,0,1,0
"1294","DEN","D.J. Jones",8,"DT",2,0,0,0,0,1,0
"1295","DEN","Damarri Mathis",2,"CB",6,0,0,0,2,0,0
"1296","DEN","Damarri Mathis",4,"CB",1,1,0,0,1,0,1
"1297","DEN","Damarri Mathis",5,"CB",6,0,0,2,1,0,0
"1298","DEN","Damarri Mathis",6,"CB",4,0,0,4,0,1,0
"1299","DEN","Damarri Mathis",7,"CB",4,0,0,0,0,1,0
"1300","DEN","Damarri Mathis",8,"CB",3,0,0,1,0,1,0
"1301","DEN","DeShawn Williams",1,"DT",0,0,0,0,0,3,0
"1302","DEN","DeShawn Williams",2,"DT",0,0,0,1,0,1,0
"1303","DEN","DeShawn Williams",3,"DT",3,0,0,0,1,1,0
"1304","DEN","DeShawn Williams",4,"DT",1,0,0,0,0,0,0
"1305","DEN","DeShawn Williams",5,"DT",1,1,0,0,0,0,0
"1306","DEN","DeShawn Williams",6,"DT",2,0,0,0,0,0,0
"1307","DEN","Dre'Mont Jones",1,"DE",1,0,0,0,1,0,0
"1308","DEN","Dre'Mont Jones",2,"DE",2,0,0,2,0,2,0
"1309","DEN","Dre'Mont Jones",3,"DE",0,0,0,0,0,3,0
"1310","DEN","Dre'Mont Jones",4,"DE",4,2,0,0,0,0,0
"1311","DEN","Dre'Mont Jones",6,"DE",3,0,0,0,0,2,0
"1312","DEN","Dre'Mont Jones",7,"DE",0,0,0,0,0,2,0
"1313","DEN","Dre'Mont Jones",8,"DE",4,2,0,2,0,2,0
"1314","DEN","Essang Bassey",5,"CB",0,0,0,1,0,1,0
"1315","DEN","Eyioma Uwazurike",5,"DE",0,0,0,0,0,3,0
"1316","DEN","Jonas Griffith",1,"ILB",3,0,0,1,1,0,0
"1317","DEN","Jonas Griffith",2,"ILB",3,0,0,0,0,0,0
"1318","DEN","Jonas Griffith",3,"ILB",1,0,0,0,0,2,0
"1319","DEN","Jonas Griffith",4,"ILB",4,0,0,1,0,3,0
"1320","DEN","Jonas Griffith",5,"ILB",1,0,0,0,0,2,0
"1321","DEN","Jonas Griffith",6,"ILB",8,0,0,0,1,4,0
"1322","DEN","Jonas Griffith",7,"ILB",3,0,0,3,0,4,0
"1323","DEN","Jonas Griffith",8,"ILB",1,0,0,0,1,2,0
"1324","DEN","Jonathan Kongbo",8,"DE",1,0,0,0,0,0,0
"1325","DEN","Jonathon Cooper",1,"OLB",1,0,0,0,0,0,0
"1326","DEN","Jonathon Cooper",6,"OLB",3,0,0,0,0,0,0
"1327","DEN","Jonathon Cooper",7,"OLB",1,0,0,0,0,1,0
"1328","DEN","Jonathon Cooper",8,"OLB",1,0,0,1,0,3,0
"1329","DEN","Josey Jewell",3,"ILB",5,1,0,1,0,4,0
"1330","DEN","Josey Jewell",4,"ILB",7,1,0,1,0,6,0
"1331","DEN","Josey Jewell",5,"ILB",0,0,0,1,0,3,0
"1332","DEN","Josey Jewell",8,"ILB",7,2,0,2,0,3,0
"1333","DEN","Justin Simmons",1,"FS",2,0,0,1,0,6,0
"1334","DEN","Justin Simmons",6,"FS",5,0,0,2,1,1,0
"1335","DEN","Justin Simmons",7,"FS",3,0,0,2,1,0,0
"1336","DEN","Justin Simmons",8,"FS",4,1,0,1,0,2,0
"1337","DEN","K'Waun Williams",1,"CB",2,0,0,1,0,0,0
"1338","DEN","K'Waun Williams",2,"CB",3,1,0,0,0,1,0
"1339","DEN","K'Waun Williams",3,"CB",2,0,0,0,0,3,0
"1340","DEN","K'Waun Williams",4,"CB",4,0,0,0,0,0,0
"1341","DEN","K'Waun Williams",5,"CB",3,0,0,2,0,2,0
