"","displayName","position","tot_tackles","tot_tackles_forloss","tot_ffumbles","tot_missed_tackles","tot_prevents","tot_assists","tot_ips","Height","Weight","player_rating"
"385","Jerry Jacobs","CB",4,1,0,0,0,1,0,71,198,6.5
"386","Jerry Tillery","DT",4,0,0,3,0,3,0,78,295,2.5
"387","Jesse Luketa","OLB",1,1,0,1,0,0,0,75,242,2
"388","Jessie Bates","FS",23,0,0,4,2,15,0,73,200,30.5
"389","Jevon Holland","FS",40,0,0,5,2,9,0,73,196,43.5
"390","Jihad Ward","OLB",15,5,0,3,2,7,2,77,287,39.5
"391","Jimmie Ward","FS",4,0,0,1,0,3,0,71,193,4.5
"392","Joe Bachie","OLB",2,0,0,0,0,1,0,74,235,2.5
"393","Joe Schobert","ILB",7,0,1,1,0,3,0,73,245,12.5
"394","Joe Thomas","ILB",5,0,0,4,0,9,0,73,232,5.5
"395","Joe Tryon","OLB",9,2,0,4,3,9,1,77,262,24.5
"396","Joey Bosa","OLB",4,1,0,0,1,0,1,77,280,13
"397","John Cominsky","DT",1,0,0,1,0,3,0,77,285,1.5
"398","John Franklin-Myers","DE",9,1,0,1,1,6,1,76,288,20
"399","John Jenkins","NT",2,0,0,0,0,6,0,75,327,5
"400","John Johnson","FS",29,3,1,9,2,9,1,72,209,44.5
"401","John Ridgeway","DT",3,0,0,1,0,4,0,78,320,4
"402","Johnathan Abram","SS",36,0,0,9,3,12,0,72,205,39
"403","Johnathan Hankins","NT",4,0,0,1,0,8,0,75,340,7
"404","Jon Bostic","OLB",3,0,0,1,0,6,0,73,245,5
"405","Jonah Williams","DT",0,0,0,0,0,1,0,77,275,0.5
"406","Jonas Griffith","ILB",24,0,0,5,3,17,0,76,250,33.5
"407","Jonathan Allen","DT",17,7,0,3,0,9,0,75,300,32.5
"408","Jonathan Bullard","DE",8,1,0,0,0,3,0,75,296,11.5
"409","Jonathan Garvin","OLB",0,0,0,0,0,4,0,76,250,2
"410","Jonathan Greenard","DE",4,4,0,3,1,2,1,75,259,17
"411","Jonathan Jones","CB",18,0,2,3,1,3,0,70,190,28.5
"412","Jonathan Kongbo","DE",1,0,0,0,0,0,0,76,265,1
"413","Jonathan Ledbetter","DE",1,0,0,2,0,4,0,76,280,1
"414","Jonathan Owens","FS",45,0,0,7,0,19,0,71,210,47.5
"415","Jonathon Cooper","OLB",6,0,0,1,0,4,0,76,257,7
"416","Jordan Davis","DT",9,1,0,0,0,6,0,78,340,14
"417","Jordan Elliott","DT",7,1,0,3,0,6,0,76,315,9
"418","Jordan Fuller","SS",8,0,0,1,1,3,0,74,205,10.5
"419","Jordan Hicks","ILB",54,0,0,5,8,20,0,73,236,75
"420","Jordan Kunaszyk","MLB",1,0,0,0,0,1,0,75,235,1.5
"421","Jordan Phillips","DE",4,0,0,4,1,4,0,78,341,4
"422","Jordan Poyer","SS",15,1,0,3,1,6,0,72,191,19
"423","Jordan Whitehead","SS",27,1,0,10,2,19,0,70,198,32.5
"424","Jordyn Brooks","ILB",61,0,1,10,5,23,0,73,245,77.5
"425","Joseph Ossai","DE",1,0,0,0,0,5,0,76,253,3.5
"426","Josey Jewell","ILB",19,4,0,5,0,16,0,73,236,30
"427","Josh Allen","OLB",11,2,1,4,1,9,1,77,262,27.5
"428","Josh Bynes","ILB",18,1,0,3,0,10,0,73,235,22
"429","Josh Jackson","CB",5,0,0,0,1,2,0,72,196,8
"430","Josh Jones","FS",20,0,0,7,0,4,0,74,220,15
"431","Josh Metellus","SS",10,0,0,1,2,3,0,72,210,14.5
"432","Josh Paschal","DT",4,0,0,0,0,3,0,75,278,5.5
"433","Josh Sweat","DE",15,5,0,5,2,6,0,77,253,27
"434","Josh Tupou","NT",4,0,0,2,0,7,0,75,345,5.5
"435","Josh Uche","OLB",6,0,0,0,1,1,0,74,250,8.5
"436","Joshua Kalu","FS",9,0,0,3,0,10,0,72,203,11
"437","Joshua Onujiogu","DE",1,0,0,0,0,1,0,75,250,1.5
"438","Joshua Williams","CB",10,1,0,3,1,3,0,75,197,12.5
"439","Josiah Scott","CB",3,1,0,2,0,3,0,70,175,4.5
"440","Jourdan Lewis","CB",16,0,0,3,0,9,0,70,195,17.5
"441","Juan Thornhill","FS",22,1,0,6,1,9,1,72,205,29.5
"442","Juju Hughes","FS",11,1,0,3,0,4,0,71,188,12
"443","Julian Blackmon","FS",5,0,0,0,0,2,0,73,204,6
"444","Julian Love","SS",31,2,0,3,1,23,1,71,193,50.5
"445","Julian Okwara","OLB",6,1,0,0,1,6,0,77,241,13
"446","Justin Bethel","FS",6,0,0,1,1,3,0,72,200,8.5
"447","Justin Coleman","CB",3,0,0,2,1,2,0,71,190,4
"448","Justin Ellis","DT",2,1,0,2,0,10,0,74,350,7
"449","Justin Evans","SS",12,2,0,3,1,10,0,72,199,20
"450","Justin Hollins","OLB",13,1,0,2,0,8,0,77,248,17
"451","Justin Houston","OLB",2,0,0,1,0,2,0,75,270,2
"452","Justin Jones","DT",12,4,0,2,0,8,0,75,309,22
"453","Justin Layne","CB",2,0,0,0,0,0,0,74,192,2
"454","Justin Madubuike","DT",8,3,0,3,0,11,0,75,300,16.5
"455","Justin Reid","SS",24,0,0,9,1,11,0,73,204,22.5
"456","Justin Simmons","FS",14,1,0,6,2,9,0,74,202,18.5
"457","Juston Burris","SS",10,0,0,4,0,7,0,72,212,9.5
"458","K'Lavon Chaisson","OLB",1,0,0,1,0,1,0,76,250,0.5
"459","K'Von Wallace","SS",3,0,0,0,0,3,0,71,208,4.5
"460","K'Waun Williams","CB",22,2,0,4,0,7,0,69,183,25.5
"461","Kaden Elliss","OLB",7,0,0,3,1,8,0,75,240,10
"462","Kader Kohou","CB",33,4,1,5,1,3,0,69,187,44.5
"463","Kaiir Elam","CB",24,0,0,6,2,11,0,74,196,27.5
"464","Kamren Curl","SS",32,5,0,1,5,13,2,74,203,67.5
"465","Kamu Grugier-Hill","ILB",28,0,0,6,2,10,0,74,230,31
"466","Kareem Jackson","SS",28,1,0,9,1,23,0,70,185,34.5
"467","Kayvon Thibodeaux","OLB",8,0,0,2,1,4,0,77,250,10
"468","Keanu Neal","FS",25,1,0,8,3,11,0,73,216,30.5
"469","Keion Crossen","CB",4,0,0,3,0,4,0,70,185,3
"470","Keir Thomas","OLB",0,0,0,1,0,0,0,74,275,-1
"471","Keisean Nixon","CB",7,0,1,0,1,2,0,70,200,15
"472","Keith Taylor","CB",13,0,0,1,1,1,0,75,195,14.5
"473","Kelvin Joseph","CB",0,0,0,0,0,1,0,73,195,0.5
"474","Kemoko Turay","DE",1,0,0,0,0,0,0,77,248,1
"475","Kendal Vickers","DT",3,0,0,2,1,6,0,75,295,6
"476","Kendall Fuller","CB",25,1,0,2,1,7,0,71,198,30.5
"477","Kenneth Murray","ILB",27,3,0,5,0,10,0,75,234,33
"478","Kenny Clark","NT",13,1,0,1,1,18,0,75,314,25
"479","Kenny Moore","CB",30,2,0,5,2,11,0,69,190,38.5
"480","Kentavius Street","DT",6,2,0,1,0,5,0,74,287,11.5
"481","Kerby Joseph","SS",15,0,2,3,2,10,0,73,200,31
"482","Kerry Hyder","DE",3,0,0,0,0,2,0,74,270,4
"483","Kevin Byard","FS",34,0,0,3,4,22,0,71,212,50
"484","Kevin Givens","DT",4,1,0,0,0,6,0,73,285,9
"485","Kevin Pierre-Louis","OLB",0,0,0,2,0,2,0,72,230,-1
"486","Kevin Strong","DE",5,0,0,0,0,4,0,76,285,7
"487","Khalen Saunders","DT",13,0,0,1,0,13,0,72,324,18.5
"488","Khalil Mack","OLB",15,2,1,3,0,5,0,75,269,23.5
"489","Khyiris Tonga","NT",1,0,0,1,0,0,0,76,340,0
"490","Kindle Vildor","CB",20,1,0,3,0,9,0,71,190,23.5
"491","Kingsley Enagbare","OLB",7,2,0,0,0,2,0,76,270,12
"492","Kingsley Jonathan","DE",1,0,0,0,0,1,0,76,260,1.5
"493","Kristian Fulton","CB",22,3,1,9,2,11,0,72,200,33.5
"494","Kristian Welch","ILB",1,0,0,0,0,0,0,75,239,1
"495","Krys Barnes","ILB",4,0,0,0,1,4,0,73,235,8
"496","Kurt Hinish","DT",4,1,0,0,0,3,0,73,296,7.5
"497","Kwity Paye","DE",14,1,0,2,0,5,0,75,265,16.5
"498","Kwon Alexander","OLB",25,3,0,4,2,16,1,73,227,44
"499","Kyle Dugger","FS",16,2,0,2,2,7,1,74,216,30.5
"500","Kyle Fuller","CB",3,0,0,1,0,0,0,71,194,2
"501","Kyle Hamilton","FS",15,0,1,3,2,6,0,76,220,24
"502","Kyle Van Noy","OLB",14,2,0,2,0,6,0,75,250,19
"503","Kyler Gordon","CB",35,1,1,9,2,10,0,72,195,42
"504","Kyron Johnson","OLB",0,0,0,0,0,1,0,73,235,0.5
"505","Kyzir White","ILB",30,1,0,7,0,23,0,74,216,36.5
"506","L'Jarius Sneed","CB",40,1,1,6,3,14,0,73,193,54
"507","Ladarius Hamilton","OLB",0,0,0,1,0,0,0,75,260,-1
"508","Lamarcus Joyner","SS",16,0,0,6,0,18,0,68,185,19
"509","Landon Collins","SS",1,0,0,0,1,0,0,72,218,3
"510","Larry Ogunjobi","DT",9,2,0,3,0,9,0,75,305,14.5
"511","Lavonte David","ILB",37,3,0,1,5,23,0,73,233,63.5
"512","Lawrence Guy","DT",8,0,0,0,1,11,0,76,315,15.5
"513","Leighton Vander Esch","OLB",34,1,1,3,2,25,0,76,256,54.5
"514","Leki Fotu","DT",8,0,0,2,0,10,0,77,335,11
"515","Leo Chenal","OLB",5,0,0,4,0,5,0,74,261,3.5
"516","Leonard Floyd","DE",13,1,0,2,1,18,0,77,240,24
"517","Leonard Williams","DT",11,0,0,0,1,7,0,77,302,16.5
"518","Levi Wallace","CB",9,0,0,2,3,6,0,72,179,16
"519","Logan Hall","DE",4,2,0,0,0,2,0,78,275,9
"520","Logan Ryan","FS",5,0,1,0,0,4,0,71,195,12
"521","Logan Wilson","ILB",35,2,1,2,6,16,1,74,250,67
"522","Lonnie Johnson","CB",2,0,0,0,1,1,0,74,213,4.5
"523","Lorenzo Carter","OLB",13,1,0,3,0,11,0,77,250,17.5
"524","Luke Gifford","OLB",0,0,0,0,0,1,0,75,245,0.5
"525","Luke Masterson","OLB",0,0,0,0,0,2,0,73,220,1
"526","M.J. Stewart","SS",6,0,0,1,1,3,0,71,205,8.5
"527","Mack Wilson","OLB",8,1,0,5,2,12,0,73,240,15
"528","Malcolm Koonce","DE",3,0,0,1,0,1,0,75,250,2.5
"529","Malcolm Roach","DT",3,0,0,4,0,5,0,75,290,1.5
"530","Malcolm Rodriguez","ILB",32,4,0,6,2,11,0,71,225,43.5
"531","Maliek Collins","DT",7,2,0,0,0,5,0,74,308,13.5
"532","Malik Harrison","OLB",15,1,0,4,0,8,0,75,245,17
"533","Malik Herring","DE",1,0,0,1,0,4,0,75,277,2
"534","Malik Hooker","FS",27,1,0,2,1,10,0,73,212,34
"535","Malik Reed","OLB",7,0,0,2,1,10,0,74,235,12
"536","Marcell Harris","OLB",5,0,0,3,0,4,0,72,208,4
"537","Marco Wilson","CB",26,1,1,7,3,10,1,71,191,42
"538","Marcus Davenport","DE",9,2,0,1,1,8,1,78,265,23
"539","Marcus Epps","SS",32,2,0,8,1,13,0,72,191,36.5
"540","Marcus Jones","CB",3,0,0,1,0,1,0,68,185,2.5
"541","Marcus Maye","FS",23,0,1,4,1,9,0,72,207,30.5
"542","Marcus Peters","CB",17,0,1,6,1,6,0,72,197,21
"543","Marcus Williams","FS",25,1,0,1,1,7,0,73,195,31.5
"544","Mario Addison","DE",1,0,0,1,0,2,0,75,260,1
"545","Mario Edwards","DT",3,0,0,0,0,1,0,75,280,3.5
"546","Markquese Bell","FS",1,0,0,0,0,0,0,75,205,1
"547","Markus Bailey","ILB",6,1,0,1,0,4,0,73,240,9
"548","Markus Golden","OLB",13,4,0,2,1,13,0,75,260,27.5
"549","Marlon Humphrey","CB",20,0,0,4,3,10,0,72,197,27
"550","Marlon Tuipulotu","DT",5,0,0,1,0,5,0,75,305,6.5
"551","Marquan McCall","NT",3,2,0,0,0,6,0,75,379,10
"552","Marquis Haynes","OLB",6,1,0,1,1,7,0,74,235,12.5
"553","Marquise Copeland","DT",4,1,0,0,0,7,0,74,285,9.5
"554","Marshon Lattimore","CB",11,0,0,0,2,5,0,72,192,17.5
"555","Martin Emerson","CB",30,1,0,7,2,4,0,74,200,31
"556","Marvin Wilson","DT",2,0,0,1,0,2,0,77,311,2
"557","Matt Dickerson","DT",3,1,0,1,0,3,0,77,290,5.5
"558","Matt Henningsen","DE",7,1,0,0,0,3,0,75,291,10.5
"559","Matt Ioannidis","DT",5,1,1,4,0,13,0,75,310,14.5
"560","Matt Judon","OLB",8,1,0,1,2,14,0,75,261,20
"561","Matt Milano","OLB",31,5,0,6,5,6,1,72,223,53
"562","Matthew Adams","OLB",3,0,0,1,0,3,0,72,229,3.5
"563","Matthew Butler","DT",1,0,0,0,0,2,0,75,290,2
"564","Matthias Farley","FS",1,0,0,0,0,0,0,71,209,1
"565","Maxx Crosby","DE",26,8,0,8,4,14,2,77,255,59
"566","Melvin Ingram","OLB",10,5,0,3,0,3,0,74,247,18.5
"567","Micah Hyde","FS",4,0,0,1,1,3,0,72,197,6.5
"568","Micah McFadden","ILB",9,0,0,2,0,4,0,74,232,9
"569","Micah Parsons","OLB",19,3,0,2,2,9,0,75,245,31.5
"570","Michael Brockers","DE",1,0,0,0,0,3,0,77,305,2.5
"571","Michael Carter","CB",25,2,0,4,5,4,1,70,190,42
"572","Michael Danna","DE",1,0,0,1,0,6,0,74,255,3
"573","Michael Davis","CB",18,1,0,2,0,7,0,74,196,21.5
"574","Michael Dogbe","DE",6,0,0,2,0,6,0,75,284,7
"575","Michael Dwumfour","DT",2,0,0,1,0,0,0,74,282,1
"576","Michael Jackson","CB",35,3,0,5,1,2,0,73,210,39
"577","Michael Pierce","NT",5,1,1,0,0,2,0,72,340,13
"578","Michael Thomas","SS",1,0,0,0,0,1,0,71,195,1.5
"579","Micheal Clemons","DE",7,1,0,0,0,7,0,77,270,12.5
"580","Mike Edwards","FS",31,1,0,10,1,21,0,70,200,35.5
"581","Mike Ford","CB",4,1,0,1,1,5,1,72,196,14.5
"582","Mike Hilton","CB",27,3,0,6,1,8,0,69,184,33
"583","Mike Hughes","CB",12,0,0,1,1,9,0,70,191,17.5
"584","Mike Pennel","NT",8,1,0,1,0,3,0,76,332,10.5
"585","Mike Purcell","NT",10,0,0,2,0,12,0,75,328,14
"586","Milo Eifler","OLB",1,0,0,0,0,0,0,74,225,1
"587","Milton Williams","DT",4,0,0,0,0,5,0,76,278,6.5
"588","Minkah Fitzpatrick","FS",26,0,0,2,3,17,0,73,207,38.5
"589","Montaric Brown","CB",1,0,0,1,0,1,0,72,190,0.5
"590","Montez Sweat","DE",13,3,0,1,2,11,0,78,262,27.5
"591","Montravius Adams","NT",4,0,0,0,0,3,0,76,304,5.5
"592","Morgan Fox","DE",4,0,0,0,0,4,0,75,275,6
"593","Myjai Sanders","OLB",1,0,0,1,0,1,0,77,240,0.5
"594","Mykal Walker","ILB",43,2,1,7,2,25,0,75,219,61.5
"595","Myles Adams","DE",0,0,0,0,0,4,0,74,285,2
"596","Myles Bryant","CB",20,0,0,1,2,12,0,68,180,29
"597","Myles Garrett","DE",5,1,0,3,2,6,0,76,272,11
"598","Myles Hartsfield","FS",39,2,1,6,3,10,0,71,211,53
"599","Myles Jack","ILB",41,2,0,6,2,26,0,73,244,56
"600","Naquan Jones","DT",3,0,0,0,0,5,0,76,340,5.5
"601","Nasir Adderley","FS",21,1,1,2,1,8,0,72,206,32
"602","Nate Hobbs","CB",29,2,1,4,2,8,0,72,195,42
"603","Nate Landman","ILB",0,0,0,0,0,1,0,75,230,0.5
"604","Nathan Shepherd","DT",4,0,0,3,1,7,0,76,315,6.5
"605","Neil Farrell","DT",2,1,0,1,0,4,0,76,325,5
"606","Neville Gallimore","DT",7,1,0,1,0,3,0,74,302,9.5
"607","Neville Hewitt","ILB",3,1,0,0,0,1,0,74,234,5.5
"608","Nicholas Morrow","OLB",40,3,0,10,6,19,1,72,225,62.5
"609","Nicholas Williams","DT",5,0,0,1,0,11,0,76,309,9.5
"610","Nick Bellore","ILB",0,0,0,0,0,1,0,73,250,0.5
"611","Nick Bolton","ILB",46,6,0,2,4,23,1,72,232,80.5
"612","Nick Bosa","DE",8,0,0,1,1,4,0,76,266,11
"613","Nick Cross","SS",7,0,0,2,1,1,0,73,215,7.5
"614","Nick McCloud","CB",4,0,0,0,0,1,0,73,190,4.5
"615","Nick Scott","SS",21,1,1,9,0,13,0,71,200,25.5
"616","Nick Vigil","ILB",7,1,0,2,0,7,0,74,235,10.5
"617","Nik Bonitto","OLB",3,0,0,1,0,2,0,75,238,3
"618","Nik Needham","CB",15,0,0,1,2,6,0,72,193,21
"619","Noah Igbinoghene","CB",8,0,0,1,0,1,0,71,196,7.5
"620","Odafe Oweh","OLB",16,2,1,5,2,8,0,77,252,28
"621","Ogbonnia Okoronkwo","DE",7,0,0,2,1,4,0,73,253,9
"622","Olasunkanmi Adeniyi","OLB",0,0,0,1,0,1,0,73,248,-0.5
"623","Oren Burks","OLB",5,1,0,0,1,9,1,75,233,18.5
"624","Osa Odighizuwa","DT",11,3,0,2,3,6,1,74,280,29
"625","Oshane Ximines","OLB",6,0,0,0,1,5,0,76,250,10.5
"626","Otito Ogbonnia","DT",12,1,0,4,1,0,0,76,320,12
"627","P.J. Locke","FS",3,0,1,0,0,2,0,70,202,9
"628","P.J. Williams","CB",7,0,0,0,2,4,0,72,196,13
"629","Pat O'Connor","DE",0,0,0,1,0,1,0,76,270,-0.5
"630","Patrick Johnson","ILB",2,0,1,1,0,0,0,74,251,6
"631","Patrick Jones","OLB",2,2,0,0,0,2,0,77,260,7
"632","Patrick Peterson","CB",25,0,0,2,0,4,0,73,203,25
"633","Patrick Queen","ILB",39,3,0,9,4,14,0,73,227,51
"634","Patrick Surtain","CB",20,1,1,5,2,6,0,74,203,29
"635","Paulson Adebo","CB",26,0,0,7,1,4,0,72,193,23
"636","Payton Turner","DE",4,2,0,0,0,4,0,78,270,10
"637","Percy Butler","FS",0,0,0,0,0,1,0,72,191,0.5
"638","Perrion Winfrey","DT",1,1,0,1,0,4,0,75,290,4
"639","Pete Werner","OLB",51,3,2,8,3,22,0,75,242,76
"640","Phil Hoskins","DT",1,0,0,0,0,1,0,77,280,1.5
"641","Poona Ford","DE",12,2,0,1,0,4,0,71,310,17
"642","Preston Smith","OLB",15,3,0,8,0,10,0,77,265,18
"643","Prince Emili","DT",0,0,0,0,0,3,0,74,300,1.5
"644","Quandre Diggs","FS",26,1,1,7,3,13,1,69,197,43.5
"645","Quay Walker","ILB",35,1,2,5,3,22,1,76,240,64
"646","Quincy Roche","OLB",0,0,0,0,0,1,0,75,232,0.5
"647","Quincy Williams","OLB",35,4,0,9,5,13,0,71,226,50.5
"648","Quinnen Williams","NT",14,1,0,2,2,10,0,75,303,23
"649","Quinton Bell","OLB",1,1,0,0,0,1,0,76,253,3.5
"650","Quinton Bohanna","DT",4,0,0,1,1,5,0,77,355,7.5
"651","Quinton Jefferson","DE",5,0,0,1,1,7,0,76,291,9.5
"652","Rachad Wildgoose","CB",9,0,0,4,1,4,0,71,197,9
"653","Raekwon Davis","NT",7,0,0,1,0,12,0,79,310,12
"654","Raekwon McMillan","ILB",10,1,0,1,1,5,1,74,242,20.5
"655","Rakeem Nunez-Roches","NT",9,3,0,1,0,8,0,74,307,18
"656","Randy Gregory","DE",5,1,1,1,1,3,1,77,255,19.5
"657","Rashaan Evans","ILB",45,3,1,6,6,39,0,74,234,81.5
"658","Rashad Fenton","CB",17,0,0,3,1,6,0,71,188,19
"659","Rashad Weaver","OLB",4,1,0,5,0,3,0,77,270,2.5
"660","Rashan Gary","OLB",13,2,0,4,4,11,0,77,277,26.5
"661","Rashard Lawrence","NT",9,3,1,2,1,2,1,74,308,26
"662","Rasheem Green","DE",14,2,0,2,1,3,0,76,279,19.5
"663","Rasul Douglas","CB",31,2,0,7,3,7,0,74,209,37.5
"664","Rayshawn Jenkins","SS",35,1,0,16,0,17,0,73,220,29.5
"665","Richie Grant","SS",39,1,0,8,2,22,0,72,194,48
"666","Robert Quinn","OLB",3,1,0,1,0,1,0,76,257,4.5
"667","Robert Rochell","CB",1,0,0,0,0,0,0,74,195,1
"668","Robert Spillane","ILB",12,0,0,2,1,11,0,73,229,17.5
"669","Rock Ya-Sin","CB",24,0,0,5,0,7,0,72,190,22.5
"670","Roderic Teamer","SS",6,0,0,1,2,3,0,72,205,10.5
"671","Rodney McLeod","FS",25,4,0,2,2,13,1,70,195,46.5
"672","Rodney Thomas","FS",16,0,0,2,0,7,0,73,201,17.5
"673","Roger McCreary","CB",42,1,0,6,2,8,0,72,188,46
"674","Ronald Darby","CB",12,0,1,3,0,2,0,71,193,15
"675","Ronnie Harrison","SS",7,0,0,3,1,1,0,75,214,6.5
"676","Roquan Smith","ILB",50,2,0,7,2,32,1,72,230,72
"677","Ross Blacklock","DT",1,1,0,4,0,0,0,76,305,-1
"678","Roy Lopez","DT",5,1,0,0,0,6,0,74,318,10
"679","Roy Robertson-Harris","DT",15,4,0,4,1,11,0,77,294,26.5
"680","Rudy Ford","SS",10,0,0,0,3,4,0,72,204,18
"681","Ryan Anderson","OLB",1,1,0,0,0,0,0,74,253,3
"682","Ryan Neal","SS",24,2,2,3,5,6,1,75,200,53
"683","Ryder Anderson","DT",1,0,0,0,0,0,0,78,266,1
"684","Saivion Smith","CB",0,0,0,0,0,1,0,73,200,0.5
"685","Sam Eguavoen","ILB",2,0,0,0,2,1,0,73,236,6.5
"686","Sam Hubbard","DE",20,6,0,5,1,13,0,77,265,35.5
"687","Sam Okuayinonu","DE",1,0,0,0,0,0,0,73,285,1
"688","Sam Roberts","DT",1,0,0,0,0,1,0,77,292,1.5
"689","Sam Webb","CB",0,0,0,0,0,2,0,74,195,1
"690","Sam Williams","DE",6,2,0,0,0,0,0,76,265,10
"691","Samson Ebukam","DE",11,2,0,3,1,10,1,75,245,24
"692","Samuel Womack","CB",3,0,1,0,0,2,0,70,187,9
"693","Sean Chandler","SS",5,0,0,0,0,2,0,70,205,6
"694","Sean Murphy-Bunting","CB",5,1,0,1,0,4,0,72,195,8
"695","Sebastian Joseph","NT",13,4,0,4,2,15,0,76,310,28.5
"696","Shaka Toney","DE",3,1,0,0,2,1,1,75,252,14.5
"697","Shaq Lawson","DE",6,0,0,2,0,3,0,75,267,5.5
"698","Shaq Thompson","ILB",38,3,0,9,3,28,0,72,230,55
"699","Shaquil Barrett","OLB",16,3,0,2,1,11,0,74,250,27.5
"700","Shaquill Griffin","CB",24,3,0,5,2,6,0,72,198,32
"701","Shaquille Leonard","MLB",8,0,0,0,0,3,0,74,230,9.5
"702","Shaun Wade","CB",1,0,0,0,0,0,0,73,195,1
"703","Shelby Harris","DE",10,2,0,4,1,9,0,74,290,16.5
"704","Sheldon Rankins","DT",13,1,0,4,0,8,0,74,305,15
"705","Shy Tuttle","DT",12,0,0,1,2,9,0,75,300,19.5
"706","Sidney Jones","CB",3,0,0,0,0,1,0,72,181,3.5
"707","Sione Takitaki","OLB",17,3,0,1,0,17,0,73,238,30.5
"708","Siran Neal","CB",2,0,0,2,0,2,0,72,205,1
"709","Solomon Thomas","DT",5,0,0,0,0,7,0,74,280,8.5
"710","Stephon Gilmore","CB",27,0,0,4,4,4,0,73,202,33
"711","Steven Means","OLB",1,0,0,0,0,1,0,75,263,1.5
"712","Steven Nelson","CB",25,1,0,9,3,7,1,71,194,32.5
"713","T.J. Edwards","ILB",49,4,0,8,1,25,0,73,240,63.5
"714","T.J. Watt","OLB",5,2,0,0,0,0,0,76,252,9
"715","Ta'Quon Graham","DE",13,0,0,4,1,15,0,76,285,18.5
"716","Tae Crowder","ILB",22,1,0,11,1,14,0,75,235,22
"717","Tae Hayes","CB",2,0,0,0,0,1,0,69,188,2.5
"718","Takkarist McKinley","DE",0,0,0,0,0,1,0,74,265,0.5
"719","Talanoa Hufanga","SS",28,4,0,11,1,12,0,73,215,33
"720","Tanner Vallejo","ILB",9,1,0,1,0,4,0,73,228,12
"721","Tanoh Kpassagnon","DE",7,1,0,1,0,6,0,79,289,11
"722","Tariq Woolen","CB",23,1,0,3,0,6,0,76,205,25
"723","Taron Johnson","CB",34,3,0,6,3,13,1,71,192,51.5
"724","Tarvarius Moore","SS",3,0,0,0,0,1,0,74,200,3.5
"725","Tashaun Gipson","FS",22,0,0,0,2,5,0,73,212,28.5
"726","Taven Bryan","DT",5,0,0,2,0,6,0,76,291,6
"727","Tavierre Thomas","CB",0,0,0,1,0,1,0,70,205,-0.5
"728","Taylor Rapp","FS",20,0,0,3,2,18,0,72,208,30
"729","Taylor Stallworth","DT",1,0,0,0,0,1,0,74,305,1.5
"730","Teair Tart","DT",7,1,0,3,0,7,0,75,290,9.5
"731","Tedarrell Slaton","DT",4,0,0,4,0,9,0,77,340,4.5
"732","Terrance Mitchell","CB",18,1,1,1,2,5,0,71,190,30.5
"733","Terrel Bernard","OLB",6,0,0,1,0,8,0,73,222,9
"734","Terrell Burgess","FS",8,0,0,1,0,4,0,72,198,9
"735","Terrell Edmunds","SS",19,1,0,5,2,12,0,73,217,26
"736","Terrell Lewis","OLB",7,1,0,1,0,4,0,77,252,10
"737","Tershawn Wharton","DT",3,0,0,1,2,4,0,76,255,8
"738","Thomas Booker","DT",6,0,0,2,2,2,0,76,310,9
"739","Tim Settle","DT",2,0,0,2,0,4,0,75,308,2
"740","Timmy Horne","DT",4,0,0,1,0,5,0,77,321,5.5
"741","Tommy Togiai","DT",4,0,0,1,0,2,0,74,300,4
"742","Tomon Fox","OLB",9,2,0,2,2,5,1,75,260,22.5
"743","Tony Adams","FS",0,0,0,0,0,1,0,72,205,0.5
"744","Tony Fields","OLB",1,0,0,0,0,0,0,73,217,1
"745","Tony Jefferson","SS",3,0,0,0,0,1,0,71,212,3.5
"746","Tracy Walker","FS",9,0,0,1,0,8,0,73,210,12
"747","Travis Jones","DT",7,0,0,0,0,2,0,76,336,8
"748","Travon Walker","OLB",15,1,0,7,1,15,0,77,275,19.5
"749","Trayvon Mullen","CB",1,0,0,1,0,1,0,74,200,0.5
"750","Tre Avery","CB",3,0,0,0,0,0,0,71,190,3
"751","Tre Flowers","CB",11,0,0,0,1,2,0,75,203,14
"752","Tre Herndon","CB",12,0,0,2,1,3,0,71,185,13.5
"753","Tre Norwood","FS",15,2,0,6,3,3,0,72,180,20.5
"754","Tremaine Edmunds","ILB",39,5,0,5,4,23,0,77,250,63.5
"755","Trent McDuffie","CB",2,0,0,1,0,1,0,71,195,1.5
"756","Trevis Gipson","OLB",6,1,0,1,0,7,0,76,268,10.5
"757","Trevon Diggs","CB",22,0,0,2,1,4,0,74,207,24
"758","Trevon Moehrig","FS",12,0,0,2,0,7,0,74,202,13.5
"759","Trey Flowers","OLB",1,0,0,2,0,3,0,74,265,0.5
"760","Trey Hendrickson","DE",10,2,0,1,2,6,0,76,270,20
"761","Troy Andersen","ILB",14,1,0,6,0,13,0,75,230,16.5
"762","Troy Dye","ILB",0,0,0,0,0,1,0,76,225,0.5
"763","Troy Hill","CB",10,1,0,1,0,7,0,71,184,14.5
"764","Troy Reeder","ILB",0,0,0,0,0,1,0,75,245,0.5
"765","Trysten Hill","DT",6,3,0,0,0,1,0,75,308,12.5
"766","Tyquan Lewis","DE",7,1,0,2,0,5,0,75,277,9.5
"767","Tyrann Mathieu","FS",27,0,0,8,1,13,0,69,190,27.5
"768","Tyrel Dodson","MLB",7,0,0,1,0,4,0,72,237,8
"769","Tyson Alualu","NT",4,0,0,1,1,4,0,75,304,7
"770","Tyson Campbell","CB",31,2,1,6,1,10,0,74,185,41
