"","nflId","height","weight","birthDate","collegeName","position","displayName"
"356",43424,"6-2",238,"1993-07-29","Mississippi State","QB","Dak Prescott"
"357",43426,"6-6",296,"1994-06-09","Northwestern","DE","Dean Lowry"
"358",43433,"6-4",306,"1993-04-27","Missouri","C","Connor McGovern"
"359",43435,"6-3",261,"1992-08-15","Grand Valley State","OLB","Matt Judon"
"360",43436,"6-4",291,"1993-03-31","Maryland","DE","Quinton Jefferson"
"361",43439,"6-0",224,"1994-11-02","Indiana","RB","Jordan Howard"
"362",43441,"6-3",310,"1994-01-11","Temple","DT","Matt Ioannidis"
"363",43444,"6-6",298,"1993-03-11","North Dakota State","T","Joe Haeg"
"364",43445,"6-0",217,"1994-02-02","Arkansas","RB","Jonathan Williams"
"365",43447,"6-5",324,"1992-02-06","South Carolina","T","Brandon Shell"
"366",43454,"5-10",185,"1994-03-01","West Alabama","WR","Tyreek Hill"
"367",43455,"6-3",347,"1994-07-01","Clemson","NT","D.J. Reader"
"368",43461,"6-1",198,"1994-10-07","Colorado State","WR","Rashard Higgins"
"369",43474,"6-0",202,"1993-04-13","William &amp; Mary","FS","DeAndre Houston-Carson"
"370",43478,"5-11",196,"1993-12-15","Purdue","CB","Anthony Brown"
"371",43484,"6-5",314,"1993-09-11","San Jose State","G","Wes Schweitzer"
"372",43487,"6-2",234,"1992-11-07","Wisconsin","FB","Derek Watt"
"373",43490,"6-2",209,"1992-09-05","Arkansas","QB","Brandon Allen"
"374",43495,"6-1",189,"1994-08-16","Southern Mississippi","WR","Mike Thomas"
"375",43496,"6-4",235,"1993-04-23","Louisiana Tech","QB","Jeff Driskel"
"376",43497,"6-2",230,"1994-05-16","Eastern Illinois","ILB","Kamu Grugier-Hill"
"377",43503,"6-0",238,"1994-04-22","Houston","ILB","Elandon Roberts"
"378",43508,"6-1",194,"1994-07-29","Arizona","FS","Will Parks"
"379",43510,"6-4",305,"1993-03-15","Illinois","C","Ted Karras"
"380",43522,"6-0",191,"1994-04-06","Louisiana State","CB","Jalen Mills"
"381",43525,"6-1",223,"1994-04-24","Washington","RB","Dwayne Washington"
"382",43533,"6-4",215,"1994-02-11","Clemson","FS","Jayron Kearse"
"383",43534,"6-0",205,"1993-06-02","Illinois","SS","Clayton Fejedelem"
"384",43537,"6-3",300,"1992-06-16","Iowa","C","Austin Blythe"
"385",43584,"5-8",182,"1994-08-08","Holy Cross","WR","Kalif Raymond"
"386",43586,"6-5",322,"1992-07-19","Western Kentucky","T","George Fant"
"387",43616,"5-11",209,"1992-07-15","Notre Dame","FS","Matthias Farley"
"388",43641,"5-9",184,"1994-03-09","Mississippi","CB","Mike Hilton"
"389",43694,"6-0",340,"1992-11-06","Samford","NT","Michael Pierce"
"390",43700,"5-10",190,"1993-09-20","Auburn","CB","Jonathan Jones"
"391",43722,"5-10",195,"1993-08-15","Arkansas State","RB","J.D. McKissic"
"392",43757,"5-11",202,"1992-10-28","Connecticut","SS","Andrew Adams"
"393",43780,"6-3",294,"1993-09-16","Florida Atlantic","DT","Brandin Bryant"
"394",43787,"6-5",294,"1993-07-23","Texas-El Paso","DT","Roy Robertson-Harris"
"395",43791,"6-3",275,"1994-09-12","Colorado State-Pueblo","DE","Morgan Fox"
"396",43797,"6-3",228,"1993-11-18","Washington","OLB","Cory Littleton"
"397",43808,"6-3",190,"1993-05-09","Temple","WR","Robbie  Chosen"
"398",43821,"6-4",299,"1992-09-10","UCLA","C","Jake Brendel"
"399",43845,"6-3",230,"1993-01-30","California","TE","Stephen Anderson"
"400",43938,"6-1",318,"1993-01-03","Southern California","DT","Antwaun Woods"
"401",43971,"5-11",235,"1993-07-22","Augustana, S.D.","FB","C.J. Ham"
"402",43986,"6-0",190,"1993-01-24","South Carolina State","CB","Antonio Hamilton"
"403",44003,"6-1",207,"1994-08-05","Texas","WR","Marcus Johnson"
"404",44009,"6-3",240,"1993-08-28","Pittsburgh","TE","J.P. Holtz"
"405",44068,"6-3",313,"1993-07-30","Duke","G","Lucas Patrick"
"406",44174,"6-1",236,"1993-02-22","Texas Tech","ILB","Sam Eguavoen"
"407",44792,"6-5",267,"1993-09-19","Virginia Commonwealth","TE","Mo Alie-Cox"
"408",44813,"6-4",272,"1995-12-29","Texas A&amp;M","DE","Myles Garrett"
"409",44814,"6-2",215,"1994-08-20","North Carolina","QB","Mitchell Trubisky"
"410",44815,"6-2",280,"1995-08-26","Stanford","DT","Solomon Thomas"
"411",44816,"6-0",228,"1995-01-18","Louisiana State","RB","Leonard Fournette"
"412",44817,"6-3",209,"1995-01-11","Western Michigan","WR","Corey Davis"
"413",44818,"6-1",213,"1995-10-17","Louisiana State","SS","Jamal Adams"
"414",44819,"6-4",218,"1994-10-04","Clemson","WR","Mike Williams"
"415",44820,"5-11",205,"1996-06-07","Stanford","RB","Christian McCaffrey"
"416",44822,"6-3",230,"1995-09-17","Texas Tech","QB","Patrick Mahomes"
"417",44823,"6-0",192,"1996-05-20","Ohio State","CB","Marshon Lattimore"
"418",44825,"6-1",235,"1994-09-22","Temple","OLB","Haason Reddick"
"419",44826,"6-3",259,"1996-06-25","Tennessee","DE","Derek Barnett"
"420",44827,"6-1",212,"1996-04-02","Ohio State","FS","Malik Hooker"
"421",44828,"6-0",197,"1996-07-08","Alabama","CB","Marlon Humphrey"
"422",44829,"6-3",300,"1995-01-16","Alabama","DT","Jonathan Allen"
"423",44830,"5-11",185,"1995-09-18","Southern California","CB","Adoree' Jackson"
"424",44831,"6-6",250,"1994-11-18","Alabama","TE","O.J. Howard"
"425",44832,"6-5",300,"1992-05-27","Utah","T","Garett Bolles"
"426",44834,"6-3",250,"1995-03-06","Missouri","OLB","Charles Harris"
"427",44835,"6-3",240,"1994-09-02","Mississippi","TE","Evan Engram"
"428",44837,"5-11",213,"1995-10-04","Michigan","SS","Jabrill Peppers"
"429",44838,"6-2",265,"1995-11-02","UCLA","DE","Takkarist McKinley"
"430",44841,"6-4",246,"1996-07-10","Miami","TE","David Njoku"
"431",44842,"6-4",252,"1994-10-11","Wisconsin","OLB","T.J. Watt"
"432",44844,"6-6",314,"1994-04-22","Wisconsin","T","Ryan Ramczyk"
"433",44846,"6-6",320,"1995-10-09","Alabama","T","Cam Robinson"
"434",44848,"5-10",195,"1996-01-10","Washington","SS","Budda Baker"
"435",44849,"6-2",200,"1995-03-30","East Carolina","WR","Zay Jones"
"436",44851,"6-0",207,"1993-03-09","Florida","FS","Marcus Maye"
"437",44852,"5-11",195,"1996-08-11","Ohio State","WR","Curtis Samuel"
"438",44853,"5-10",210,"1995-08-10","Florida State","RB","Dalvin Cook"
"439",44854,"6-1",195,"1996-09-08","Utah","FS","Marcus Williams"
"440",44855,"6-0",181,"1996-05-21","Washington","CB","Sidney Jones"
"441",44856,"6-3",240,"1994-06-25","South Alabama","TE","Gerald Everett"
"442",44858,"6-2",193,"1996-08-16","Florida","CB","Quincy Wilson"
"443",44859,"6-3",240,"1995-05-23","Houston","OLB","Tyus Bowser"
"444",44860,"6-1",220,"1996-07-24","Oklahoma","RB","Joe Mixon"
"445",44861,"6-2",253,"1994-08-12","Alabama","OLB","Ryan Anderson"
"446",44862,"6-0",199,"1995-08-26","Texas A&amp;M","SS","Justin Evans"
"447",44863,"6-4",280,"1994-09-30","Florida State","DE","DeMarcus Walker"
"448",44866,"6-2",242,"1995-11-17","Ohio State","ILB","Raekwon McMillan"
"449",44867,"6-3",318,"1994-02-28","Alabama","DT","Dalvin Tomlinson"
"450",44869,"6-3",238,"1994-12-02","Vanderbilt","ILB","Zach Cunningham"
"451",44870,"6-6",320,"1995-08-05","Louisiana State","C","Ethan Pocic"
"452",44871,"6-7",289,"1994-06-14","Villanova","DE","Tanoh Kpassagnon"
"453",44872,"6-0",202,"1995-05-24","Colorado","CB","Chidobe Awuzie"
"454",44873,"6-2",220,"1994-09-20","North Carolina State","FS","Josh Jones"
"455",44874,"6-1",215,"1996-11-22","Southern California","WR","JuJu Smith-Schuster"
"456",44875,"6-5",320,"1994-04-26","Temple","T","Dion Dawkins"
"457",44876,"6-5",325,"1994-03-18","Western Michigan","T","Taylor Moton"
"458",44877,"6-3",305,"1994-06-03","North Carolina-Charlotte","DT","Larry Ogunjobi"
"459",44878,"6-2",195,"1995-03-21","Colorado","CB","Ahkello Witherspoon"
"460",44879,"5-10",215,"1995-07-25","Tennessee","RB","Alvin Kamara"
"461",44880,"6-3",264,"1995-03-02","Illinois","DE","Dawuane Smoot"
"462",44881,"6-2",208,"1993-06-15","Eastern Washington","WR","Cooper Kupp"
"463",44882,"6-3",303,"1994-07-06","Ohio State","C","Pat Elflein"
"464",44886,"6-5",300,"1993-08-25","Michigan","DE","Chris Wormley"
"465",44887,"6-1",230,"1994-08-09","Louisiana State","ILB","Duke Riley"
"466",44888,"6-3",240,"1994-09-22","Florida","ILB","Alex Anzalone"
"467",44892,"6-4",266,"1994-03-18","Ohio","DE","Tarell Basham"
"468",44893,"6-0",204,"1994-04-09","UCLA","CB","Fabian Moreau"
"469",44896,"6-1",209,"1996-02-27","Penn State","WR","Chris Godwin"
"470",44898,"5-11",216,"1995-08-06","Toledo","RB","Kareem Hunt"
"471",44901,"6-1",233,"1996-04-24","Texas","RB","D'Onta Foreman"
"472",44902,"6-0",198,"1995-07-20","Central Florida","CB","Shaquill Griffin"
"473",44903,"6-0",209,"1995-12-19","Boston College","FS","John Johnson"
"474",44904,"5-10",195,"1995-08-31","Michigan","CB","Jourdan Lewis"
"475",44905,"6-4",304,"1995-07-24","Auburn","NT","Montravius Adams"
"476",44906,"5-11",188,"1995-02-27","Tennessee","CB","Cameron Sutton"
"477",44908,"6-4",213,"1993-11-03","Northern Illinois","WR","Kenny Golladay"
"478",44911,"6-2",209,"1995-08-29","West Virginia","CB","Rasul Douglas"
"479",44912,"6-3",248,"1995-08-22","Florida International","TE","Jonnu Smith"
"480",44915,"6-4",270,"1994-12-05","Florida Atlantic","DE","Trey Hendrickson"
"481",44917,"6-1",233,"1995-05-05","Pittsburgh","RB","James Conner"
"482",44922,"6-3",316,"1994-07-12","Iowa","DT","Jaleel Johnson"
"483",44925,"6-0",202,"1993-12-10","Alabama","SS","Eddie Jackson"
"484",44926,"6-1",220,"1994-01-25","Miami","SS","Rayshawn Jenkins"
"485",44927,"5-11",240,"1995-09-16","Oklahoma","RB","Samaje Perine"
"486",44929,"6-2",265,"1995-06-29","Auburn","DE","Carl Lawson"
"487",44930,"6-3",196,"1995-02-16","Texas A&amp;M","WR","Josh Reynolds"
"488",44931,"6-4",221,"1993-09-16","North Carolina","WR","Mack Hollins"
"489",44937,"6-0",233,"1995-01-31","Tennessee","OLB","Jalen Reeves-Maybin"
"490",44938,"6-3",245,"1995-05-09","Eastern Washington","DE","Samson Ebukam"
"491",44944,"6-5",275,"1994-07-26","Arkansas","DE","Deatrich Wise"
"492",44947,"6-0",213,"1995-04-03","Brigham Young","RB","Jamaal Williams"
"493",44949,"6-4",284,"1995-03-28","Oregon State","C","Sean Harlow"
"494",44955,"6-3",297,"1993-12-05","Clemson","DE","Carlos Watkins"
"495",44957,"6-4",315,"1993-10-20","Albany State, Ga.","DT","Grover Stewart"
"496",44959,"6-4",250,"1993-10-09","Iowa","TE","George Kittle"
"497",44964,"5-10",201,"1994-12-14","Iowa","CB","Desmond King"
"498",44968,"6-0",226,"1995-02-26","UCLA","OLB","Jayon Brown"
"499",44972,"6-4",335,"1994-12-13","Texas A&amp;M","G","Jermaine Eluemunor"
"500",44974,"6-1",230,"1995-08-08","Northwestern","MLB","Anthony Walker"
"501",44976,"6-0",223,"1994-07-28","Boston College","OLB","Matt Milano"
"502",44978,"5-10",190,"1995-04-03","San Diego","WR","Jamal Agnew"
"503",44985,"5-8",173,"1995-04-09","Georgia","WR","Isaiah McKenzie"
"504",44987,"6-5",253,"1994-05-01","Drake","TE","Eric Saubert"
"505",44990,"5-8",181,"1994-04-30","Louisiana Tech","WR","Trent Taylor"
"506",44991,"6-3",311,"1994-11-11","Louisiana State","NT","Davon Godchaux"
"507",44995,"5-9",208,"1994-12-02","Texas-El Paso","RB","Aaron Jones"
"508",44999,"6-0",205,"1995-04-19","Virginia Tech","SS","Chuck Clark"
"509",45004,"5-11",202,"1995-07-26","Louisiana Tech","FS","Xavier Woods"
"510",45005,"6-2",255,"1994-05-17","West Georgia","RB","Alex Armah"
"511",45008,"6-1",228,"1994-12-16","Boise State","ILB","Tanner Vallejo"
"512",45009,"6-4",250,"1995-03-28","Miami","DE","Al-Quadin Muhammad"
"513",45011,"6-0",321,"1995-01-19","Mississippi","DT","D.J. Jones"
"514",45012,"6-4",312,"1993-08-23","Wyoming","C","Chase Roullier"
"515",45021,"6-0",204,"1994-11-01","Auburn","SS","Rudy Ford"
"516",45024,"6-8",305,"1992-10-19","UCLA","T","Conor McDermott"
"517",45030,"6-4",307,"1994-08-12","Chattanooga","C","Corey Levin"
"518",45033,"6-3",258,"1994-04-08","Northwestern","DE","Ifeadi Odenigbo"
"519",45038,"6-4",280,"1995-04-22","Notre Dame","DE","Isaac Rochell"
"520",45045,"6-2",229,"1996-02-08","Kansas State","OLB","Elijah Lee"
"521",45052,"6-2",225,"1996-01-06","Ohio State","WR","Noah Brown"
"522",45056,"6-5",320,"1994-03-04","Baylor","G","Kyle Fuller"
"523",45063,"6-4",270,"1993-11-01","Eastern Michigan","DE","Pat O'Connor"
"524",45064,"6-5",252,"1993-11-04","Buffalo","TE","Mason Schreck"
"525",45069,"6-5",260,"1994-01-27","San Diego State","C","Daniel Brunskill"
"526",45094,"6-4",232,"1994-11-23","Oregon","TE","Johnny Mundt"
"527",45102,"6-2",214,"1994-12-18","Old Dominion","WR","Zach Pascal"
"528",45159,"5-11",212,"1995-02-26","Temple","QB","Phillip Walker"
"529",45185,"6-1",203,"1995-08-04","Eastern Washington","WR","Kendrick Bourne"
"530",45186,"5-10",190,"1995-02-28","Georgia Southern","RB","Matt Breida"
"531",45198,"6-1",210,"1995-03-21","Southern Mississippi","QB","Nick Mullens"
"532",45203,"6-5",250,"1995-02-18","Louisiana State","DE","Tashawn Bower"
"533",45215,"6-1",230,"1994-09-26","Cincinnati","OLB","Eric Wilson"
"534",45217,"6-3",248,"1995-09-05","Nebraska","TE","Cethan Carter"
"535",45226,"6-3",345,"1994-05-02","Colorado","NT","Josh Tupou"
"536",45244,"6-2",221,"1990-08-23","Brigham Young","TE","Taysom Hill"
"537",45268,"6-3",311,"1994-05-27","Maine","FB","Patrick Ricard"
"538",45280,"6-4",209,"1993-11-18","Arkansas","WR","Cody Hollister"
"539",45281,"6-4",245,"1993-11-18","Wyoming","TE","Jacob Hollister"
"540",45287,"5-9",190,"1995-08-23","Valdosta State","CB","Kenny Moore"
"541",45339,"6-6",258,"1994-05-04","Oregon","TE","Pharaoh Brown"
"542",45345,"6-0",225,"1995-07-10","Greenville","OLB","Nicholas Morrow"
"543",45352,"6-0",240,"1994-01-10","Villanova","ILB","Austin Calitro"
"544",45355,"6-2",246,"1995-02-19","Harvard","TE","Anthony Firkser"
"545",45369,"6-4",210,"1995-08-14","Hawaii","WR","Marcus Kemp"
"546",45395,"5-10",190,"1993-07-13","Memphis","CB","Arthur Maulet"
"547",45507,"6-1",193,"12/18/1994","Wyoming","WR","Tanner Gentry"
"548",45533,"6-0",231,"1994-02-21","Northwestern","ILB","Joseph Jones"
"549",45536,"6-3",225,"1993-11-21","Central Michigan","QB","Cooper Rush"
"550",45550,"6-6",329,"1995-02-10","Massachusetts","T","Elijah Wilkinson"
"551",45555,"6-1",194,"1993-04-20","Kentucky Wesleyan","WR","Keelan Cole"
"552",45571,"6-2",196,"1995-01-06","Brigham Young","CB","Michael Davis"
"553",45573,"5-10",200,"1995-05-17","Western State, Colo.","RB","Austin Ekeler"
"554",45630,"6-7",317,"1994-05-16","Toledo","T","Storm Norton"
"555",45635,"6-5",237,"1994-04-30","Indiana State","TE","Robert Tonyan"
"556",45643,"6-0",237,"1994-05-19","Missouri State","ILB","Dylan Cole"
"557",45695,"6-6",309,"1994-08-19","Eastern Michigan","G","Andrew Wylie"
"558",45719,"5-10",205,"1994-05-04","Wisconsin","RB","Dare Ogunbowale"
"559",45721,"6-9",325,"1994-09-20","Arkansas","T","Dan Skipper"
"560",45785,"6-6",220,"1995-03-15","Wisconsin-Platteville","TE","Dan Arnold"
"561",45798,"6-5",307,"1994-08-28","Maryland","G","Michael Dunn"
"562",45900,"6-0",200,"1994-11-01","Washington State","WR","River Cracraft"
"563",46070,"6-1",215,"1995-04-14","Oklahoma","QB","Baker Mayfield"
"564",46071,"5-11",233,"1997-02-09","Penn State","RB","Saquon Barkley"
"565",46073,"5-11",191,"1997-04-28","Ohio State","CB","Denzel Ward"
"566",46074,"6-4",275,"1996-06-24","North Carolina State","OLB","Bradley Chubb"
"567",46075,"6-5",330,"1996-03-19","Notre Dame","G","Quenton Nelson"
"568",46076,"6-5",237,"1996-05-21","Wyoming","QB","Josh Allen"
"569",46077,"6-0",230,"1997-04-08","Georgia","ILB","Roquan Smith"
"570",46078,"6-8",315,"1995-01-12","Notre Dame","T","Mike McGlinchey"
"571",46080,"6-1",207,"1996-11-17","Alabama","FS","Minkah Fitzpatrick"
"572",46081,"6-4",347,"1995-02-05","Washington","NT","Vita Vea"
"573",46082,"6-3",320,"1997-05-27","Alabama","DT","Daron Payne"
"574",46083,"6-6",265,"1996-09-04","Texas-San Antonio","DE","Marcus Davenport"
"575",46084,"6-8",325,"1995-10-09","UCLA","T","Kolton Miller"
"576",46085,"6-5",250,"1998-05-02","Virginia Tech","ILB","Tremaine Edmunds"
"577",46086,"6-2",215,"1996-08-03","Florida State","FS","Derwin James"
"578",46087,"5-10",196,"1997-02-09","Louisville","CB","Jaire Alexander"
"579",46088,"6-4",256,"1996-02-08","Boise State","OLB","Leighton Vander Esch"
"580",46089,"6-5",311,"1996-05-17","Arkansas","C","Frank Ragnow"
"581",46090,"6-4",312,"1994-10-11","Ohio State","C","Billy Price"
"582",46091,"6-2",234,"1995-11-08","Alabama","ILB","Rashaan Evans"
"583",46092,"6-2",310,"1995-12-09","Georgia","T","Isaiah Wynn"
"584",46093,"5-11",215,"1997-04-14","Maryland","WR","D.J. Moore"
"585",46094,"6-4",245,"1993-08-24","South Carolina","TE","Hayden Hurst"
"586",46096,"5-11",220,"1996-02-02","San Diego State","RB","Rashaad Penny"
"587",46097,"6-1",217,"1997-01-20","Virginia Tech","SS","Terrell Edmunds"
"588",46098,"6-4",291,"1996-03-11","Florida","DT","Taven Bryan"
"589",46099,"5-10",191,"1997-02-11","Central Florida","CB","Mike Hughes"
"590",46100,"5-11",215,"1995-02-17","Georgia","RB","Sony Michel"
"591",46101,"6-2",212,"1997-01-07","Louisville","QB","Lamar Jackson"
"592",46102,"6-4",305,"1995-09-05","Nevada","G","Austin Corbett"
"593",46103,"6-2",327,"1995-09-02","Texas-El Paso","G","Will Hernandez"
"594",46104,"5-11",225,"1995-12-27","Georgia","RB","Nick Chubb"
"595",46105,"6-2",230,"1995-07-27","South Carolina State","MLB","Shaquille Leonard"
"596",46106,"6-6",315,"1996-03-25","Auburn","T","Braden Smith"
"597",46108,"6-3",305,"1997-09-13","Iowa","G","James Daniels"
"598",46109,"6-4",216,"1995-10-10","Southern Methodist","WR","Courtland Sutton"
"599",46111,"6-6",252,"1995-10-03","Penn State","TE","Mike Gesicki"
"600",46113,"6-1",195,"1995-10-23","Washington","WR","Dante Pettis"
"601",46114,"6-0",196,"1996-04-03","Iowa","CB","Josh Jackson"
"602",46116,"5-11",200,"1996-11-18","Texas A&amp;M","WR","Christian Kirk"
"603",46117,"6-2",251,"1996-12-28","Southern California","OLB","Uchenna Nwosu"
"604",46118,"6-5",256,"1995-01-03","South Dakota State","TE","Dallas Goedert"
"605",46119,"6-5",298,"1997-05-12","Texas","G","Connor Williams"
"606",46121,"6-5",248,"1995-07-11","Rutgers","DE","Kemoko Turay"
"607",46122,"5-11",205,"1995-09-16","North Carolina","SS","M.J. Stewart"
"608",46123,"6-1",200,"1997-02-26","Wake Forest","FS","Jessie Bates"
"609",46124,"5-10",180,"1995-11-08","Louisiana State","CB","Donte Jackson"
"610",46127,"6-0",210,"1996-09-30","Colorado","CB","Isaiah Oliver"
"611",46130,"6-4",198,"1996-09-23","Louisiana State","WR","D.J. Chark"
"612",46131,"6-7",297,"1995-09-15","Pittsburgh","T","Brian O'Neill"
"613",46132,"6-1",206,"1996-12-31","Auburn","CB","Carlton Davis"
"614",46133,"6-3",277,"1995-01-30","Ohio State","DE","Tyquan Lewis"
"615",46135,"6-5",250,"1995-12-10","Georgia","OLB","Lorenzo Carter"
"616",46137,"6-1",204,"1997-02-15","Stanford","SS","Justin Reid"
"617",46138,"6-3",311,"1995-04-20","North Carolina State","DT","B.J. Hill"
"618",46139,"6-3",236,"1996-11-19","Brigham Young","ILB","Fred Warner"
"619",46141,"6-4",315,"1993-10-09","Fort Hays State","DT","Nathan Shepherd"
"620",46142,"6-2",225,"1996-12-25","Ohio State","ILB","Jerome Baker"
"621",46143,"6-6",315,"1996-09-10","Louisville","T","Geron Christian"
"622",46144,"6-1",310,"1996-05-09","Florida State","DT","Derrick Nnadi"
"623",46146,"6-5",265,"1995-06-29","Ohio State","DE","Sam Hubbard"
"624",46148,"6-4",279,"1997-05-15","Southern California","DE","Rasheem Green"
"625",46150,"6-1",200,"1996-03-04","Colorado State","WR","Michael Gallup"
"626",46151,"6-1",210,"1995-02-01","Louisiana-Lafayette","FS","Tracy Walker"
"627",46152,"6-8",345,"1996-05-02","Oklahoma","T","Orlando Brown"
"628",46153,"6-3",309,"1996-08-28","North Carolina State","DT","Justin Jones"
"629",46155,"6-5",255,"1995-09-06","Oklahoma","TE","Mark Andrews"
"630",46156,"6-5",240,"1996-05-03","Louisiana State","OLB","Arden Key"
"631",46157,"6-3",233,"1995-03-21","Vanderbilt","OLB","Oren Burks"
"632",46158,"6-5",321,"1995-06-19","Texas Christian","T","Joseph Noteboom"
"633",46159,"6-1",305,"1994-07-22","South Florida","DT","Deadrin Senat"
"634",46160,"6-2",210,"1996-01-07","Central Florida","WR","Tre'Quan Smith"
"635",46161,"6-6",320,"1997-08-08","Western Michigan","T","Chukwuma Okorafor"
"636",46162,"6-3",214,"1997-04-18","Alabama","SS","Ronnie Harrison"
"637",46163,"6-6",305,"1995-01-27","Humboldt State","G","Alex Cappa"
"638",46164,"6-2",200,"1996-08-16","Southern Mississippi","SS","Tarvarius Moore"
"639",46165,"6-3",307,"1996-01-25","Stanford","DT","Harrison Phillips"
"640",46166,"6-5",292,"1996-03-28","Michigan","C","Mason Cole"
"641",46167,"6-4",243,"1992-04-19","Central Florida","TE","Jordan Akins"
"642",46168,"6-1",190,"1996-02-20","Boston College","CB","Isaac Yiadom"
"643",46170,"6-3",260,"1996-06-06","Indiana","TE","Ian Thomas"
"644",46173,"5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"645",46175,"6-1",236,"1994-12-25","Iowa","ILB","Josey Jewell"
"646",46180,"6-2",302,"1995-10-11","Michigan State","C","Brian Allen"
"647",46183,"6-3",297,"1995-11-14","Alabama","DE","Da'Shawn Hand"
"648",46185,"6-4",255,"1997-06-10","Kansas","DE","Dorance Armstrong"
"649",46186,"5-10",198,"1997-03-18","Pittsburgh","SS","Jordan Whitehead"
"650",46187,"5-11",178,"1994-11-30","Alabama","CB","Anthony Averett"
"651",46188,"6-2",216,"1996-03-24","West Virginia","ILB","Kyzir White"
"652",46189,"6-4",267,"1996-07-08","Washington","TE","Will Dissly"
"653",46190,"5-11",192,"1996-07-27","Weber State","CB","Taron Johnson"
"654",46192,"6-6",260,"1995-08-09","Notre Dame","TE","Durham Smythe"
"655",46194,"5-9",184,"1996-03-31","Pittsburgh","CB","Avonte Maddox"
"656",46197,"6-2",287,"1996-05-08","North Carolina State","DT","Kentavius Street"
"657",46199,"6-5",253,"1997-03-29","Florida State","DE","Josh Sweat"
"658",46203,"5-9",210,"1996-04-13","Fordham","RB","Chase Edmonds"
"659",46204,"6-4",288,"1996-09-26","Stephen F. Austin","DE","John Franklin-Myers"
"660",46205,"6-2",235,"1993-12-16","Mississippi","OLB","Marquis Haynes"
"661",46206,"6-5",242,"1996-07-11","Stanford","TE","Dalton Schultz"
"662",46211,"5-9",188,"1996-11-11","Kansas State","CB","D.J. Reed"
"663",46212,"6-2",255,"1996-08-24","Purdue","ILB","Ja'Whaun Bentley"
"664",46213,"6-3",215,"1996-04-04","Pennsylvania","WR","Justin Watson"
"665",46214,"6-3",313,"1996-09-14","Delaware","DT","Bilal Nichols"
"666",46215,"6-3",203,"1995-06-02","Oklahoma State","CB","Tre Flowers"
"667",46219,"6-0",250,"1995-04-26","Memphis","DE","Genard Avery"
"668",46223,"6-0",205,"1994-08-04","Jacksonville State","CB","Siran Neal"
"669",46224,"6-3",310,"1995-03-23","UCLA","C","Scott Quessenberry"
"670",46226,"6-3",254,"1995-07-30","Central Michigan","TE","Tyler Conklin"
"671",46229,"6-1",253,"1995-04-24","Oklahoma","DE","Ogbonnia Okoronkwo"
"672",46232,"6-3",308,"1997-07-11","Virginia Tech","DT","Tim Settle"
"673",46235,"6-4",315,"1994-11-21","Virginia Tech","G","Wyatt Teller"
"674",46238,"6-1",217,"1994-07-18","Mississippi","RB","Jordan Wilkins"
"675",46243,"6-4",207,"1994-10-10","South Florida","WR","Marquez Valdes-Scantling"
"676",46249,"6-4",318,"1995-03-04","Connecticut","DT","Folorunso Fatukasi"
"677",46253,"6-0",208,"1994-06-09","Florida","OLB","Marcell Harris"
"678",46255,"6-2",242,"1995-12-11","Temple","DE","Jake Martin"
"679",46256,"5-9",190,"1996-10-15","Clemson","WR","Ray-Ray McCloud"
"680",46259,"6-1",210,"1997-04-21","Texas","FS","DeShon Elliott"
"681",46263,"6-0",184,"1996-01-22","Louisiana State","WR","Russell Gage"
"682",46264,"6-4",310,"1995-03-21","Rutgers","NT","Sebastian Joseph"
"683",46269,"6-2",215,"1995-08-02","Yale","ILB","Foyesade Oluokun"
"684",46270,"5-6",203,"1995-04-27","Louisiana Tech","RB","Boston Scott"
"685",46275,"6-7",332,"1994-12-16","Texas Christian","T","Matt Pryor"
"686",46276,"6-5",214,"1996-09-30","Notre Dame","WR","Equanimeous St. Brown"
"687",46277,"6-5",188,"1995-03-10","Boise State","WR","Cedrick Wilson"
"688",46278,"6-0",185,"1995-09-22","Southern Mississippi","CB","Cornell Armstrong"
"689",46279,"5-9",190,"1995-10-06","Miami","WR","Braxton Berrios"
"690",46282,"6-5",331,"1995-06-23","Appalachian State","G","Colby Gossett"
"691",46284,"6-5",317,"1994-11-24","Alabama","C","Bradley Bozeman"
"692",46290,"6-0",229,"1995-12-12","Houston","OLB","Matthew Adams"
"693",46293,"6-2",221,"1994-09-11","Georgia","WR","Javon Wims"
"694",46302,"6-8",344,"1997-03-31","No College","T","Jordan Mailata"
"695",46304,"6-0",236,"1996-07-02","Syracuse","OLB","Zaire Franklin"
"696",46307,"6-6",290,"1995-09-07","Ferris State","DT","Zach Sieler"
"697",46309,"5-9",185,"1995-09-05","Middle Tennessee","WR","Richie James"
"698",46312,"5-10",185,"1996-04-17","Western Carolina","CB","Keion Crossen"
"699",46314,"6-5",311,"1995-12-10","Louisiana State","C","Will Clapp"
"700",46320,"6-0",200,"1996-04-22","Northwestern","RB","Justin Jackson"
"701",46329,"5-9",190,"1995-11-17","Southern U.","CB","Danny Johnson"
"702",46331,"6-5",240,"1995-01-26","San Diego","TE","Ross Dwelley"
"703",46338,"6-3",316,"1994-10-23","San Jose State","G","Jeremiah Kolone"
"704",46349,"6-1",202,"1993-11-03","Central Arkansas","FS","George Odum"
"705",46354,"5-11",184,"1996-03-25","Tennessee","CB","Emmanuel Moseley"
