"","masterId","gameId.x","playId.x","nflId","displayName","frameId","time","jerseyNumber","club","playDirection","x","y","s","a","dis","o","dir","event","week_num","fieldPlay","playId.y","gameId.y","playDescription","prePenaltyPlayResult","down","yardsToGo","absoluteYardlineNumber"
"921","2022091200-2883",2022091200,2883,39987,"Geno Smith",19,2022-09-12 22:22:39.299999,7,"SEA","left",85.96,33.58,7.32,1.18,0.73,329.67,322.45,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"922","2022091200-2883",2022091200,2883,39987,"Geno Smith",20,2022-09-12 22:22:39.4,7,"SEA","left",85.5,34.16,7.47,1.13,0.74,327.75,321.73,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"923","2022091200-2883",2022091200,2883,39987,"Geno Smith",21,2022-09-12 22:22:39.5,7,"SEA","left",85.03,34.75,7.65,1.17,0.76,324.36,320.47,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"924","2022091200-2883",2022091200,2883,39987,"Geno Smith",22,2022-09-12 22:22:39.599999,7,"SEA","left",84.52,35.34,7.84,1.41,0.78,327.93,319.23,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"925","2022091200-2883",2022091200,2883,39987,"Geno Smith",23,2022-09-12 22:22:39.7,7,"SEA","left",83.99,35.94,8.02,1.39,0.8,325.95,317.99,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"926","2022091200-2883",2022091200,2883,39987,"Geno Smith",24,2022-09-12 22:22:39.799999,7,"SEA","left",83.44,36.54,8.12,1.25,0.81,328.41,316.9,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"927","2022091200-2883",2022091200,2883,39987,"Geno Smith",25,2022-09-12 22:22:39.9,7,"SEA","left",82.88,37.15,8.25,0.9,0.83,322.4,316.65,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"928","2022091200-2883",2022091200,2883,39987,"Geno Smith",26,2022-09-12 22:22:40,7,"SEA","left",82.3,37.77,8.43,0.5,0.85,322.4,316.77,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"929","2022091200-2883",2022091200,2883,39987,"Geno Smith",27,2022-09-12 22:22:40.099999,7,"SEA","left",81.72,38.39,8.48,0.24,0.85,322.4,316.93,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"930","2022091200-2883",2022091200,2883,39987,"Geno Smith",28,2022-09-12 22:22:40.2,7,"SEA","left",81.14,39.02,8.55,0.31,0.86,323.16,317.1,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"931","2022091200-2883",2022091200,2883,39987,"Geno Smith",29,2022-09-12 22:22:40.299999,7,"SEA","left",80.55,39.66,8.65,0.43,0.87,327.2,317.43,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"932","2022091200-2883",2022091200,2883,39987,"Geno Smith",30,2022-09-12 22:22:40.4,7,"SEA","left",79.96,40.3,8.7,0.44,0.87,327.2,317.58,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"933","2022091200-2883",2022091200,2883,39987,"Geno Smith",31,2022-09-12 22:22:40.5,7,"SEA","left",79.37,40.94,8.75,0.61,0.88,328.49,317.9,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"934","2022091200-2883",2022091200,2883,39987,"Geno Smith",32,2022-09-12 22:22:40.599999,7,"SEA","left",78.78,41.6,8.77,0.76,0.88,329.72,317.92,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"935","2022091200-2883",2022091200,2883,39987,"Geno Smith",33,2022-09-12 22:22:40.7,7,"SEA","left",78.19,42.25,8.78,0.92,0.88,331.42,317.42,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"936","2022091200-2883",2022091200,2883,39987,"Geno Smith",34,2022-09-12 22:22:40.799999,7,"SEA","left",77.59,42.89,8.71,1.25,0.88,334.58,316.91,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"937","2022091200-2883",2022091200,2883,39987,"Geno Smith",35,2022-09-12 22:22:40.9,7,"SEA","left",76.97,43.51,8.72,1.58,0.88,332.18,315.14,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"938","2022091200-2883",2022091200,2883,39987,"Geno Smith",36,2022-09-12 22:22:41,7,"SEA","left",76.33,44.13,8.78,1.67,0.89,330.44,313.88,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"939","2022091200-2883",2022091200,2883,39987,"Geno Smith",37,2022-09-12 22:22:41.099999,7,"SEA","left",75.68,44.74,8.77,1.68,0.89,329.64,313.03,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"940","2022091200-2883",2022091200,2883,39987,"Geno Smith",38,2022-09-12 22:22:41.2,7,"SEA","left",75.05,45.34,8.69,1.63,0.88,326.5,312.69,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"941","2022091200-2883",2022091200,2883,39987,"Geno Smith",39,2022-09-12 22:22:41.299999,7,"SEA","left",74.42,45.93,8.53,1.76,0.86,325.55,312.64,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"942","2022091200-2883",2022091200,2883,39987,"Geno Smith",40,2022-09-12 22:22:41.4,7,"SEA","left",73.82,46.5,8.23,2.34,0.83,313.59,313.3,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"943","2022091200-2883",2022091200,2883,39987,"Geno Smith",41,2022-09-12 22:22:41.5,7,"SEA","left",73.24,47.05,7.82,3.3,0.8,313.59,313.46,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"944","2022091200-2883",2022091200,2883,39987,"Geno Smith",42,2022-09-12 22:22:41.599999,7,"SEA","left",72.69,47.57,7.39,3.87,0.76,331.24,313.62,"first_contact",1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"945","2022091200-2883",2022091200,2883,39987,"Geno Smith",43,2022-09-12 22:22:41.7,7,"SEA","left",72.19,48.06,6.87,4.39,0.71,6.06,314.74,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"946","2022091200-2883",2022091200,2883,39987,"Geno Smith",44,2022-09-12 22:22:41.799999,7,"SEA","left",71.73,48.54,6.32,4.81,0.66,77.44,316.57,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"947","2022091200-2883",2022091200,2883,39987,"Geno Smith",45,2022-09-12 22:22:41.9,7,"SEA","left",71.33,48.99,5.82,4.93,0.61,93.47,318.34,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"948","2022091200-2883",2022091200,2883,39987,"Geno Smith",46,2022-09-12 22:22:42,7,"SEA","left",71,49.39,4.98,5.85,0.51,67.91,321.38,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"949","2022091200-2883",2022091200,2883,39987,"Geno Smith",47,2022-09-12 22:22:42.099999,7,"SEA","left",70.73,49.74,4.17,6.25,0.44,59.7,322.84,"tackle",1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"950","2022091200-2883",2022091200,2883,39987,"Geno Smith",48,2022-09-12 22:22:42.2,7,"SEA","left",70.5,50.05,3.48,6.48,0.38,52.82,325.21,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"951","2022091200-2883",2022091200,2883,39987,"Geno Smith",49,2022-09-12 22:22:42.299999,7,"SEA","left",70.33,50.31,2.81,6.45,0.32,47.11,329.08,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"952","2022091200-2883",2022091200,2883,39987,"Geno Smith",50,2022-09-12 22:22:42.4,7,"SEA","left",70.21,50.53,2.2,6.1,0.25,40.2,337.88,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"953","2022091200-2883",2022091200,2883,39987,"Geno Smith",51,2022-09-12 22:22:42.5,7,"SEA","left",70.16,50.71,1.73,5.55,0.19,34.65,348.54,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"954","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",1,2022-09-12 22:22:37.5,11,"SEA","left",76.27,8,2.52,2.86,0.24,47.39,114,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"955","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",2,2022-09-12 22:22:37.599999,11,"SEA","left",76.52,7.89,2.8,2.24,0.27,51.36,113.21,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"956","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",3,2022-09-12 22:22:37.7,11,"SEA","left",76.78,7.77,2.94,1.48,0.28,53,113.64,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"957","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",4,2022-09-12 22:22:37.799999,11,"SEA","left",77.05,7.65,3.05,0.91,0.3,53.77,113.65,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"958","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",5,2022-09-12 22:22:37.9,11,"SEA","left",77.33,7.52,3.06,0.39,0.3,51.43,114.74,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"959","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",6,2022-09-12 22:22:38,11,"SEA","left",77.6,7.39,3.02,0.67,0.3,49.74,116.9,"run",1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"960","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",7,2022-09-12 22:22:38.099999,11,"SEA","left",77.84,7.24,2.83,1.75,0.29,34.58,121.87,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"961","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",8,2022-09-12 22:22:38.2,11,"SEA","left",78.07,7.09,2.66,2.14,0.27,26.34,126.15,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"962","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",9,2022-09-12 22:22:38.299999,11,"SEA","left",78.24,6.92,2.31,3.17,0.24,23.28,137.04,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"963","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",10,2022-09-12 22:22:38.4,11,"SEA","left",78.36,6.74,2.1,3.62,0.22,13.35,148.86,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"964","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",11,2022-09-12 22:22:38.5,11,"SEA","left",78.43,6.56,1.86,4.16,0.19,2.64,165.56,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"965","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",12,2022-09-12 22:22:38.599999,11,"SEA","left",78.44,6.39,1.75,4.14,0.17,356.89,181.84,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"966","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",13,2022-09-12 22:22:38.7,11,"SEA","left",78.4,6.23,1.71,4.09,0.17,347.72,199.92,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"967","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",14,2022-09-12 22:22:38.799999,11,"SEA","left",78.32,6.07,1.82,4.04,0.17,345.64,213.91,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"968","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",15,2022-09-12 22:22:38.9,11,"SEA","left",78.18,5.95,1.92,4.01,0.18,344.26,230.82,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"969","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",16,2022-09-12 22:22:39,11,"SEA","left",78.01,5.85,2.11,3.84,0.2,339.26,244.43,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"970","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",17,2022-09-12 22:22:39.099999,11,"SEA","left",77.8,5.79,2.3,3.79,0.22,328.3,258.24,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"971","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",18,2022-09-12 22:22:39.2,11,"SEA","left",77.56,5.77,2.45,3.55,0.23,326.69,268.66,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"972","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",19,2022-09-12 22:22:39.299999,11,"SEA","left",77.31,5.8,2.61,3.41,0.25,329.31,278.02,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"973","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",20,2022-09-12 22:22:39.4,11,"SEA","left",77.05,5.86,2.77,3.36,0.27,325.59,286.08,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"974","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",21,2022-09-12 22:22:39.5,11,"SEA","left",76.78,5.95,2.92,3.06,0.28,326.17,292.34,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"975","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",22,2022-09-12 22:22:39.599999,11,"SEA","left",76.53,6.1,3.04,3.17,0.3,323.07,301.92,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"976","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",23,2022-09-12 22:22:39.7,11,"SEA","left",76.27,6.28,3.17,2.78,0.31,321.35,307.11,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"977","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",24,2022-09-12 22:22:39.799999,11,"SEA","left",76.02,6.48,3.3,2.3,0.33,321.99,310.91,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"978","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",25,2022-09-12 22:22:39.9,11,"SEA","left",75.78,6.72,3.38,2.01,0.33,323.28,315.39,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"979","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",26,2022-09-12 22:22:40,11,"SEA","left",75.54,6.97,3.43,1.67,0.34,324.95,318.53,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"980","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",27,2022-09-12 22:22:40.099999,11,"SEA","left",75.32,7.23,3.45,1.36,0.34,326.02,320.89,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"981","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",28,2022-09-12 22:22:40.2,11,"SEA","left",75.1,7.5,3.47,0.94,0.35,325.22,321.93,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"982","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",29,2022-09-12 22:22:40.299999,11,"SEA","left",74.9,7.78,3.44,1.01,0.34,323.05,324.41,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"983","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",30,2022-09-12 22:22:40.4,11,"SEA","left",74.7,8.06,3.4,1.05,0.34,323.05,326.29,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"984","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",31,2022-09-12 22:22:40.5,11,"SEA","left",74.52,8.34,3.35,0.98,0.34,323.99,327.42,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"985","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",32,2022-09-12 22:22:40.599999,11,"SEA","left",74.34,8.62,3.31,0.92,0.33,325.34,328.15,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"986","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",33,2022-09-12 22:22:40.7,11,"SEA","left",74.17,8.9,3.24,1,0.33,327.16,329.51,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"987","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",34,2022-09-12 22:22:40.799999,11,"SEA","left",74.01,9.18,3.17,1.01,0.32,327.16,330.17,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"988","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",35,2022-09-12 22:22:40.9,11,"SEA","left",73.85,9.45,3.06,1.05,0.31,328.08,330.15,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"989","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",36,2022-09-12 22:22:41,11,"SEA","left",73.7,9.71,2.96,1.08,0.3,326.66,329.14,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"990","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",37,2022-09-12 22:22:41.099999,11,"SEA","left",73.54,9.96,2.88,1.05,0.29,322.72,328.69,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"991","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",38,2022-09-12 22:22:41.2,11,"SEA","left",73.39,10.2,2.8,1.06,0.28,319.82,327.6,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"992","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",39,2022-09-12 22:22:41.299999,11,"SEA","left",73.24,10.44,2.74,0.97,0.28,320.58,326.7,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"993","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",40,2022-09-12 22:22:41.4,11,"SEA","left",73.09,10.67,2.67,0.9,0.27,326.04,327,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"994","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",41,2022-09-12 22:22:41.5,11,"SEA","left",72.95,10.89,2.59,0.89,0.26,327.58,327.12,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"995","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",42,2022-09-12 22:22:41.599999,11,"SEA","left",72.81,11.1,2.54,0.86,0.26,325.98,325.88,"first_contact",1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"996","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",43,2022-09-12 22:22:41.7,11,"SEA","left",72.67,11.31,2.47,0.84,0.25,326.74,325.68,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"997","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",44,2022-09-12 22:22:41.799999,11,"SEA","left",72.52,11.51,2.43,0.8,0.25,329.46,324.06,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"998","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",45,2022-09-12 22:22:41.9,11,"SEA","left",72.38,11.7,2.36,0.81,0.24,329.46,322.91,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"999","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",46,2022-09-12 22:22:42,11,"SEA","left",72.24,11.89,2.28,0.81,0.23,330.97,323.14,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"1000","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",47,2022-09-12 22:22:42.099999,11,"SEA","left",72.11,12.07,2.21,0.78,0.23,331.6,324,"tackle",1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"1001","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",48,2022-09-12 22:22:42.2,11,"SEA","left",71.98,12.25,2.16,0.75,0.22,333.16,324.71,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"1002","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",49,2022-09-12 22:22:42.299999,11,"SEA","left",71.86,12.42,2.07,0.81,0.21,333.16,324.47,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"1003","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",50,2022-09-12 22:22:42.4,11,"SEA","left",71.74,12.59,1.98,0.88,0.2,334.84,324.77,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"1004","2022091200-2883",2022091200,2883,40026,"Marquise Goodwin",51,2022-09-12 22:22:42.5,11,"SEA","left",71.63,12.74,1.86,0.98,0.19,335.79,325.58,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"1005","2022091200-2883",2022091200,2883,40347,"Mike Purcell",1,2022-09-12 22:22:37.5,98,"DEN","left",87.78,28.56,0.42,1.66,0.05,100,43.1,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"1006","2022091200-2883",2022091200,2883,40347,"Mike Purcell",2,2022-09-12 22:22:37.599999,98,"DEN","left",87.81,28.56,0.3,2.32,0.03,93.54,105.9,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"1007","2022091200-2883",2022091200,2883,40347,"Mike Purcell",3,2022-09-12 22:22:37.7,98,"DEN","left",87.85,28.54,0.47,2.28,0.04,90.02,134.51,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"1008","2022091200-2883",2022091200,2883,40347,"Mike Purcell",4,2022-09-12 22:22:37.799999,98,"DEN","left",87.88,28.5,0.57,1.77,0.05,88.53,144.55,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
"1009","2022091200-2883",2022091200,2883,40347,"Mike Purcell",5,2022-09-12 22:22:37.9,98,"DEN","left",87.9,28.46,0.54,1.07,0.05,87.22,153.81,NA,1,"No",2883,2022091200,"(:40) (Shotgun) G.Smith scrambles right end to SEA 39 for 14 yards (A.Singleton).",14,2,16,85
